d1_or_not,primary_position,height,weight,sixty_time,of_velo,player_region,exit_velo_max,throwing_hand,hitting_handedness
0,OF,71.0,195.0,6.79,88.0,South,95.2,R,R
0,OF,71.0,170.0,6.62,84.0,South,92.9,R,R
0,OF,74.0,170.0,6.66,81.0,Northeast,90.3,R,L
0,OF,76.0,195.0,7.323615074157715,,South,80.70148468017578,R,R
0,OF,72.0,175.0,7.21,81.0,Midwest,82.9,R,L
0,OF,73.0,170.0,7.03,73.0,Midwest,90.3,R,R
0,OF,70.0,175.0,7.01,85.0,Midwest,91.1,R,R
1,OF,72.0,172.6,6.8,85.0,West,94.4,L,L
0,OF,73.0,176.6,7.14,91.0,Midwest,92.3,R,R
1,OF,70.0,185.0,7.298438549041748,91.0,South,98.2,R,R
0,OF,75.0,195.0,7.1,85.0,South,96.6,R,R
0,OF,72.0,185.0,6.91,87.0,Midwest,95.7,R,R
0,OF,68.0,150.0,7.28,80.0,Midwest,82.1,R,R
1,OF,75.0,175.0,6.987952709197998,,South,93.1201400756836,R,R
0,OF,74.0,175.0,7.37,86.0,South,83.0,R,L
0,OF,75.0,180.0,7.355717658996582,,South,96.06497192382812,R,R
1,OF,71.0,185.0,6.9,87.0,Northeast,89.2,R,R
0,OF,69.0,155.0,7.18,76.0,Midwest,77.0,L,S
0,OF,70.0,155.0,7.016505241394043,,South,92.35308837890624,L,L
0,OF,74.0,205.0,7.800958633422852,83.0,South,85.0,L,L
0,OF,69.0,175.0,6.69,77.0,Midwest,87.0,R,R
0,OF,72.0,180.0,6.87544584274292,,South,91.4345932006836,L,L
1,OF,77.0,195.0,6.79,80.0,West,94.8,R,L
0,OF,70.0,170.0,7.37,79.0,Northeast,85.1,L,L
0,OF,73.0,200.0,7.38,86.0,South,94.4,R,R
0,OF,71.0,178.0,7.58,78.0,Midwest,81.0,L,L
0,OF,69.0,180.0,7.17,80.0,Midwest,91.6,L,L
0,OF,74.0,180.0,7.140816688537598,,South,97.69902801513672,R,R
0,OF,75.0,215.0,6.934092044830322,84.0,Northeast,96.9,R,R
0,OF,71.0,200.0,6.42,81.0,West,109.1,R,R
0,OF,70.0,180.0,6.83,77.0,Midwest,91.4,R,R
0,OF,73.0,148.0,7.11,80.0,Midwest,90.2,R,R
1,OF,67.0,160.0,6.93,78.0,South,78.0,R,R
0,OF,72.0,160.0,6.66,88.0,South,92.7,R,R
0,OF,72.0,170.0,6.65,86.0,Midwest,92.2,L,L
0,OF,70.0,200.0,7.41,74.0,Midwest,96.7,R,R
1,OF,73.0,179.9,7.12,91.0,West,101.7,R,R
0,OF,69.0,185.0,7.12,82.0,Midwest,95.6,R,R
1,OF,68.0,155.0,6.75,85.0,West,94.3,L,L
0,OF,73.0,175.0,6.95,80.0,South,97.0,R,R
0,OF,70.0,168.0,7.28,82.0,Northeast,87.5,R,R
0,OF,67.0,160.0,7.56,75.0,Northeast,79.8,R,R
0,OF,70.0,165.0,7.009737491607666,,West,90.40875244140624,R,R
0,OF,73.0,170.0,7.18,86.0,Midwest,86.2,L,L
0,OF,72.0,180.0,7.03,81.0,Midwest,91.1,L,R
0,OF,74.0,185.0,6.79,89.0,West,92.21039581298828,L,L
0,OF,71.0,160.0,6.89,83.0,Midwest,91.7,L,L
1,OF,72.0,170.0,6.63,94.0,West,92.7,R,R
0,OF,71.0,165.0,7.21,77.0,South,79.0,R,R
0,OF,76.0,240.0,7.19,82.0,Midwest,92.7,R,R
1,OF,76.0,184.0,6.62,80.0,South,94.5,R,R
0,OF,74.0,187.0,7.03,79.0,West,99.0,R,R
0,OF,73.0,170.0,6.93,84.0,Midwest,88.7,R,R
1,OF,74.0,170.0,7.21814489364624,,South,91.72006225585938,R,L
1,OF,70.0,180.0,6.88,91.0,West,98.0,R,R
1,OF,75.0,185.0,7.14,,West,91.5,R,S
0,OF,73.0,190.0,7.044449329376221,,South,96.26310729980467,R,R
0,OF,74.0,190.0,7.807933807373047,,Northeast,78.5878677368164,R,R
0,OF,74.0,165.0,8.02,78.0,South,86.6,R,R
0,OF,72.0,175.0,7.2,79.0,Midwest,83.3,R,L
0,OF,69.0,170.0,6.7,82.0,Northeast,86.1,R,R
0,OF,73.0,190.0,7.471818447113037,,Midwest,89.01272583007812,R,R
0,OF,71.0,215.0,7.32,77.0,Midwest,90.4,R,R
0,OF,71.0,157.0,6.992401599884033,,South,98.25578308105467,R,L
0,OF,69.0,160.0,6.7,79.0,South,84.0,R,R
0,OF,70.0,170.0,7.66,73.0,Northeast,84.6,R,R
0,OF,72.0,175.0,7.31,77.0,West,86.0,R,L
0,OF,71.0,180.0,6.98,89.0,South,93.4,R,R
0,OF,68.0,155.0,7.164529323577881,,Midwest,94.13259887695312,L,R
0,OF,70.0,150.0,7.05,78.0,Midwest,86.0,R,R
0,OF,73.0,190.0,7.14,81.0,Northeast,94.2,R,R
0,OF,70.0,165.0,6.9,80.0,Northeast,90.2,R,R
0,OF,72.0,175.0,6.51,92.0,Midwest,98.9,R,R
0,OF,69.0,165.0,7.59,74.0,Midwest,84.0,R,L
0,OF,76.0,194.9,7.23,89.0,Midwest,97.3,R,R
0,OF,73.0,190.0,7.01,83.0,Midwest,95.7,L,L
0,OF,72.0,170.0,7.17,82.0,Midwest,90.9,R,R
0,OF,75.0,227.0,7.32,81.0,Midwest,87.0,L,L
0,OF,73.0,170.0,6.9626054763793945,,South,93.4,R,R
0,OF,74.0,165.0,7.87,73.0,Midwest,74.0,L,L
0,OF,73.0,190.0,7.18,81.0,Midwest,85.0,R,R
0,OF,74.0,195.0,6.9,81.0,Northeast,94.4,R,R
0,OF,68.0,170.0,6.97,82.0,Northeast,90.4,R,L
1,OF,72.0,165.0,6.85,95.0,Midwest,95.0,R,L
0,OF,70.0,169.1,7.09,86.0,Northeast,89.2,R,R
0,OF,72.0,170.0,6.78,84.0,Midwest,96.8,R,R
0,OF,70.0,170.0,6.85,86.0,South,95.2,R,R
1,OF,74.0,218.0,6.93,87.0,South,101.9,R,R
0,OF,75.0,210.0,7.17,79.0,South,85.0,R,R
0,OF,72.0,165.0,7.3,83.0,Northeast,89.0,R,R
0,OF,70.0,170.0,7.75,79.0,Midwest,86.81877136230469,R,R
0,OF,71.0,155.0,7.111648082733154,,Midwest,93.31526184082033,R,R
1,OF,74.0,205.0,6.67,84.0,Midwest,88.1,R,R
0,OF,76.0,197.0,7.14,88.0,South,93.1,R,R
0,OF,73.0,195.0,7.021970748901367,,South,92.08663940429688,R,R
0,OF,72.0,155.0,7.2,75.0,West,81.8,R,L
0,OF,67.0,170.0,7.190234661102295,71.0,West,91.2,L,L
0,OF,68.0,160.0,7.23,77.0,Northeast,91.1,R,R
0,OF,67.0,140.0,7.140814781188965,,South,97.40068817138672,L,L
0,OF,77.0,190.0,6.99,76.0,Northeast,97.5,R,S
0,OF,69.0,157.0,7.15,80.0,South,90.5,R,R
1,OF,71.0,180.0,6.93,86.0,South,76.0,R,R
0,OF,70.0,185.0,7.07,79.0,South,91.2,L,L
1,OF,72.0,210.0,6.85,91.0,South,105.2,R,R
1,OF,72.0,205.0,7.69,,West,85.0,R,L
0,OF,72.0,190.0,7.07,85.0,Midwest,96.0,R,R
0,OF,70.0,190.0,7.22,81.0,Midwest,84.0,R,R
0,OF,70.0,155.0,6.9,80.0,Midwest,86.7,R,R
0,OF,74.0,215.0,7.2,88.0,South,105.0,R,R
1,OF,76.0,195.0,7.018741130828857,,West,95.27847290039062,R,R
0,OF,74.0,175.0,7.540487766265869,77.0,Midwest,85.2,R,L
0,OF,76.0,205.0,7.53,85.0,South,91.8556900024414,R,L
0,OF,72.0,190.0,7.48,84.0,West,98.3,R,L
0,OF,73.0,170.0,7.16,82.0,Northeast,89.9,L,L
0,OF,73.0,180.0,7.38,81.0,Midwest,93.2,R,L
0,OF,69.0,150.0,7.05,83.0,South,81.0,R,R
0,OF,69.0,155.0,6.77,,Midwest,85.8,R,L
0,OF,72.0,180.0,6.99,83.0,South,100.4,R,R
0,OF,71.0,170.0,6.76,81.0,West,98.6,R,R
0,OF,68.0,180.0,6.95,77.0,Northeast,95.0,R,R
0,OF,75.0,195.0,7.6,86.0,South,93.0,R,R
0,OF,72.0,210.0,7.16,80.0,Northeast,91.1,R,R
1,OF,71.0,155.0,6.64,80.0,Midwest,89.8,R,R
1,OF,71.0,180.0,6.74,87.0,South,96.0,L,L
0,OF,70.0,175.0,7.64931058883667,,South,90.72596740722656,L,L
1,OF,70.0,175.0,6.59,83.0,Midwest,94.3,R,R
1,OF,71.0,187.4,6.84,84.0,Northeast,98.3,R,L
1,OF,72.0,180.0,6.99,78.0,South,91.0,L,R
0,OF,72.0,150.0,7.010878562927246,,Northeast,97.27434539794922,R,R
1,OF,75.0,190.0,6.85,86.0,West,88.0,R,L
0,OF,67.0,156.1,7.13,78.0,West,93.2,R,R
0,OF,66.0,140.0,6.89,82.0,Midwest,82.5,R,R
0,OF,75.0,205.0,7.114919662475586,90.0,Midwest,93.0,L,L
1,OF,70.0,170.0,6.59,91.0,South,96.7,R,R
1,OF,70.0,175.0,6.6,87.0,South,97.3,R,R
0,OF,73.0,190.0,6.66,86.0,Midwest,97.8,R,R
1,OF,72.0,161.0,6.82,84.0,South,90.5,L,L
0,OF,68.0,160.0,7.62,75.0,South,85.2,L,L
0,OF,72.0,195.0,7.1132378578186035,,Midwest,96.33474731445312,R,R
1,OF,71.0,170.0,6.77,83.0,Northeast,92.8,L,L
0,OF,73.0,175.0,6.6,85.0,Northeast,91.7,R,R
0,OF,72.0,175.0,8.1,73.0,South,77.5,L,L
0,OF,71.0,165.0,7.24,73.0,West,91.7,R,R
1,OF,76.0,190.0,6.806422233581543,,South,91.67455291748048,R,R
1,OF,71.0,180.0,6.81,83.0,South,94.7,R,R
0,OF,74.0,165.0,6.954481601715088,,Northeast,93.76971435546876,R,R
0,OF,72.0,190.0,7.025590896606445,,West,99.25963592529295,R,L
0,OF,70.0,175.0,7.09,83.0,Midwest,93.4,R,R
0,OF,68.0,145.0,7.31,71.0,Northeast,81.6,R,R
0,OF,69.0,160.0,7.389148712158203,,South,83.44754028320312,L,L
0,OF,74.0,165.0,6.57,86.0,Midwest,93.9,L,L
1,OF,72.0,170.0,7.175938606262207,,South,91.55168151855467,L,R
0,OF,75.0,200.0,6.866750717163086,,South,93.72390747070312,L,L
0,OF,72.0,185.0,7.05,83.0,Midwest,78.0,R,L
0,OF,73.0,163.0,6.74,85.0,Midwest,90.0,R,R
0,OF,72.0,182.0,6.87,82.0,Midwest,99.4,R,R
1,OF,73.0,185.0,6.4,94.0,Midwest,100.0,R,R
1,OF,73.0,180.0,7.099299907684326,83.0,Northeast,90.6,R,R
0,OF,69.0,150.0,7.12,76.0,South,84.9,R,R
0,OF,69.0,195.0,6.57,81.0,South,89.1,L,L
0,OF,71.0,157.0,7.35,75.0,South,82.3,R,R
0,OF,70.0,150.0,7.046589374542236,,South,92.2974624633789,L,L
0,OF,71.0,145.0,7.55,79.0,Northeast,83.1,R,R
1,OF,68.0,177.5,6.88,87.0,Midwest,92.7,R,R
0,OF,71.0,165.0,6.67,86.0,South,95.5,R,R
0,OF,75.0,205.0,6.82,82.0,Midwest,100.0,R,R
0,OF,73.0,185.0,6.93,85.0,West,94.8,R,R
0,OF,69.0,160.0,7.11,78.0,Midwest,84.2,L,L
0,OF,72.0,150.0,6.95,71.0,South,82.4,R,R
1,OF,72.0,220.3,7.36,89.0,Northeast,100.7,R,R
1,OF,73.0,183.0,6.87,90.0,West,101.1,R,R
0,OF,72.0,185.0,7.06,85.0,Midwest,98.9,L,L
0,OF,74.0,185.0,7.11,81.0,South,91.4,R,R
0,OF,69.0,178.0,7.320938587188721,82.0,South,88.0,R,R
0,OF,73.0,190.0,7.12,80.0,Northeast,95.4,R,R
0,OF,69.0,180.0,7.42,80.0,South,93.1,R,R
0,OF,69.0,170.0,7.11,81.0,South,86.3,L,L
0,OF,69.0,145.0,7.145913600921631,,South,92.99266815185548,R,R
0,OF,70.0,165.0,6.94,78.0,Northeast,92.7,R,R
0,OF,67.0,150.0,7.42,70.0,West,83.8,R,R
0,OF,70.0,180.0,7.94,82.0,West,89.0,R,R
1,OF,70.0,198.0,6.316352844238281,,South,92.2182846069336,R,R
0,OF,70.0,155.0,6.64,82.0,Midwest,81.9,R,R
1,OF,69.0,165.0,7.090635776519775,88.0,West,88.7,L,L
0,OF,73.0,190.0,6.78,81.0,South,95.8,R,R
1,OF,69.0,165.0,6.88,82.0,South,93.0,R,R
1,OF,70.0,187.0,6.87,88.0,South,96.9,R,R
0,OF,73.0,185.0,6.65,67.0,South,90.5,R,R
1,OF,73.0,175.0,6.88,86.0,Northeast,97.6,R,R
0,OF,71.0,180.0,7.27,74.0,Midwest,75.0,R,R
1,OF,73.0,175.0,6.77,93.0,South,96.3,R,L
1,OF,72.0,186.0,6.84,86.0,South,97.1,L,L
0,OF,70.0,175.0,7.028778076171875,,West,95.87556457519533,R,R
0,OF,70.0,162.7,6.9,87.0,Midwest,87.3,R,R
0,OF,71.0,187.4,6.5,83.0,Northeast,95.6,R,R
0,OF,72.0,165.0,7.23,83.0,South,91.4,R,R
1,OF,73.0,175.0,7.489328861236572,,South,77.1611099243164,R,L
0,OF,73.0,185.0,7.03,98.0,South,101.1,R,R
0,OF,70.0,170.0,7.12,80.0,South,92.6,R,R
0,OF,69.0,155.0,7.31,,Midwest,79.0,R,R
1,OF,72.0,175.0,7.18,83.0,South,91.0,L,L
0,OF,71.0,185.0,7.133328437805176,,South,90.41664123535156,R,R
1,OF,76.0,205.0,7.093578338623047,,South,89.74700164794922,R,R
0,OF,68.0,155.0,7.418327331542969,,Northeast,90.32633972167967,L,R
1,OF,74.0,185.0,6.68,91.0,South,96.8,R,R
0,OF,72.0,185.0,7.03,83.0,Midwest,89.8,R,R
0,OF,75.0,185.0,7.08,91.0,Midwest,96.0,R,R
0,OF,68.0,140.0,7.66,75.0,West,86.3,R,R
1,OF,74.0,180.0,7.32,81.0,South,91.7,R,R
1,OF,72.0,185.0,6.86,86.0,South,88.0,R,R
0,OF,68.0,175.0,6.73,84.0,Midwest,91.7,L,L
0,OF,73.0,195.0,7.06,86.0,Midwest,94.8,R,R
0,OF,70.0,185.0,7.32,81.0,South,93.0,R,R
0,OF,74.0,180.0,7.19,77.0,West,88.7,R,R
0,OF,71.0,178.0,6.75,87.0,South,96.7,R,R
0,OF,71.0,150.0,6.32,86.0,South,97.2,R,R
0,OF,72.0,180.0,6.92,81.0,South,94.1,R,L
0,OF,72.0,170.0,6.7,89.0,Midwest,92.0,R,R
1,OF,73.0,182.0,7.1586103439331055,,South,90.90579223632812,R,R
0,OF,68.0,170.0,7.055818557739258,,South,99.83136749267578,L,L
1,OF,71.0,165.0,6.6,85.0,South,99.9,R,R
1,OF,71.0,165.0,7.75,79.0,West,88.4,L,L
0,OF,76.0,201.0,7.02,90.0,South,101.4,R,R
0,OF,74.0,180.0,6.63,91.0,Northeast,91.8,R,R
0,OF,73.0,170.0,7.09,82.0,South,89.8,R,R
0,OF,70.0,182.0,6.94,81.0,Midwest,93.3,L,L
0,OF,72.0,164.0,7.93,69.0,Midwest,71.0,R,R
1,OF,78.0,220.0,7.192005634307861,,West,98.99962615966795,R,R
0,OF,68.0,160.0,8.31,81.0,West,86.6,R,L
1,OF,72.0,185.0,7.28,86.0,South,89.8,L,L
1,OF,73.0,202.0,6.59,86.0,South,99.4,R,R
0,OF,73.0,152.8,7.18,79.0,Midwest,82.7,L,L
0,OF,68.0,180.0,6.96,74.0,Midwest,92.5,L,R
0,OF,69.0,160.0,7.18,74.0,Northeast,85.6,L,L
0,OF,69.0,145.0,7.34,77.0,Midwest,87.7,R,R
0,OF,67.0,175.0,6.72,87.0,West,94.7,R,R
0,OF,70.0,164.0,6.91,81.0,South,89.0,L,L
1,OF,73.0,180.0,7.23,77.0,South,83.4,R,L
0,OF,72.0,190.0,7.17,,South,96.0,R,R
0,OF,72.0,165.0,7.01,,South,85.4,R,R
1,OF,70.0,172.0,7.09,89.0,South,91.9,L,L
0,OF,73.0,170.0,6.71,83.0,South,80.0,L,S
0,OF,73.0,175.0,7.18,90.0,Midwest,93.0,R,R
1,OF,72.0,185.0,7.17,80.0,Midwest,94.0,L,L
0,OF,69.0,180.0,7.06,84.0,Northeast,88.5,R,R
0,OF,73.0,190.0,6.79,87.0,South,93.0,R,R
0,OF,74.0,230.0,7.98,76.0,Northeast,98.8,R,R
0,OF,75.0,190.0,6.93,87.0,Northeast,96.2,R,L
1,OF,70.0,168.0,6.35,86.0,South,92.9,L,S
0,OF,70.0,190.0,7.192428112030029,,South,95.9,L,L
1,OF,75.0,205.0,6.72,88.0,South,98.8,L,L
0,OF,70.0,180.0,7.1,82.0,South,94.6,R,R
0,OF,74.0,190.0,7.02,82.0,Northeast,97.3,R,R
0,OF,77.0,205.0,6.64,97.0,South,108.8,R,R
1,OF,68.0,175.0,7.11,81.0,West,91.0,L,L
0,OF,68.0,150.0,7.51,73.0,Northeast,83.2,L,L
0,OF,70.0,185.0,7.07,83.0,South,96.0,R,R
1,OF,72.0,165.0,6.26,94.0,South,96.3,R,R
0,OF,75.0,185.0,6.94,88.0,Midwest,98.4,R,R
0,OF,68.0,130.0,7.402088165283203,,West,89.41337585449219,R,R
0,OF,69.0,155.0,7.3,81.0,Northeast,84.0,R,R
1,OF,72.0,190.0,6.865725994110107,,South,103.0,R,R
1,OF,73.0,183.0,6.57,83.0,South,96.3,R,R
0,OF,72.0,175.0,7.1,,South,95.1,R,R
0,OF,69.0,150.0,7.542696475982666,,South,88.8,L,L
0,OF,72.0,185.0,7.88,82.0,Northeast,89.3,R,R
0,OF,72.0,175.0,7.68,87.0,South,87.3,R,L
0,OF,73.0,210.0,6.73,84.0,Midwest,101.0,R,R
0,OF,71.0,185.0,7.175767421722412,,South,91.7323226928711,R,R
0,OF,70.0,181.9,6.93,92.0,South,95.6,R,R
0,OF,67.0,160.0,7.43,67.0,Midwest,78.0,L,L
0,OF,71.0,163.6,6.85,82.0,West,95.3,L,L
0,OF,70.0,180.0,7.41,79.0,South,94.7,L,L
0,OF,71.0,170.0,6.827191352844238,,West,97.40670776367188,R,R
0,OF,74.0,165.0,6.9,82.0,South,86.2,R,R
1,OF,70.0,185.0,6.53,94.0,Midwest,105.3,L,L
0,OF,71.0,210.0,6.55,95.0,Midwest,100.2,R,R
0,OF,73.0,195.0,7.08,,Midwest,87.5,R,R
0,OF,71.0,167.0,6.94,89.0,South,94.3,L,L
0,OF,72.0,178.0,6.6,85.0,South,97.0,R,R
1,OF,71.0,175.0,6.9,88.0,South,91.4,R,R
0,OF,73.0,185.0,6.538937568664551,,West,93.26614379882812,R,R
0,OF,71.0,195.0,7.0,,South,95.2,R,R
0,OF,70.0,160.0,7.06,83.0,Midwest,87.0,R,R
0,OF,70.0,136.0,7.154478549957275,,Midwest,92.3272933959961,R,R
0,OF,67.0,145.0,7.23,78.0,Northeast,79.0,R,L
0,OF,70.0,170.0,6.87,91.0,West,93.0,R,R
0,OF,74.0,190.0,7.25,84.0,Northeast,98.1,R,R
0,OF,70.0,185.0,7.29,,South,90.7,R,R
0,OF,73.0,190.0,7.58,82.0,West,100.2,R,L
1,OF,74.0,232.0,6.84,91.0,Midwest,96.8,L,L
0,OF,72.0,170.0,6.82,83.0,South,91.0,R,R
0,OF,73.0,180.0,7.332742214202881,,South,87.64006042480469,L,R
1,OF,70.0,190.0,6.9,81.0,Northeast,90.0,R,R
1,OF,74.0,200.0,6.74,85.0,Northeast,98.3,R,R
1,OF,71.0,175.0,6.83,89.0,South,92.7,R,R
0,OF,77.0,200.0,6.42,92.0,West,107.3,R,R
0,OF,75.0,170.0,7.99,72.0,Northeast,83.6,R,R
0,OF,73.0,173.0,6.9,82.0,South,86.6,R,R
0,OF,66.0,154.3,7.2,77.0,West,89.8,L,L
0,OF,71.0,185.0,6.8,86.0,West,99.2,R,R
0,OF,67.0,127.0,7.541983604431152,,South,87.683837890625,R,L
1,OF,71.0,180.0,7.392327785491943,84.0,Northeast,90.8,L,L
0,OF,70.0,165.0,6.53,87.0,South,90.2,R,R
1,OF,70.0,160.0,6.59,84.0,South,93.5,R,R
0,OF,75.0,180.0,7.342352867126465,,South,87.74381256103516,R,R
0,OF,72.0,160.0,7.22,78.0,Midwest,86.0,R,R
0,OF,74.0,215.0,6.71,95.0,Midwest,97.7,R,R
0,OF,75.0,180.0,7.5,81.0,West,87.3,R,R
0,OF,72.0,195.0,7.5,88.0,Midwest,98.4,R,R
0,OF,67.0,160.0,7.14,81.0,Midwest,89.5,R,R
1,OF,71.0,162.9,6.76,86.0,Northeast,93.5,L,L
0,OF,72.0,210.0,6.61,100.0,South,107.0,R,R
0,OF,70.0,165.0,6.75,86.0,Northeast,90.7,L,L
0,OF,72.0,184.0,7.05,92.0,Midwest,94.1,R,R
0,OF,68.0,140.0,6.97,77.0,Midwest,81.3,L,L
0,OF,77.0,230.0,6.83,93.0,Midwest,104.0,R,R
0,OF,75.0,185.0,7.46,81.0,Midwest,85.7,R,R
1,OF,73.0,160.0,7.6834845542907715,,South,84.76069641113281,L,L
0,OF,67.0,130.0,7.25,68.0,Northeast,79.8,R,R
1,OF,72.0,182.0,7.062002182006836,83.0,South,90.2,L,L
1,OF,70.0,165.0,7.15,73.0,Northeast,88.7,R,R
1,OF,75.0,195.0,7.33,83.0,West,88.0,R,L
0,OF,68.0,160.0,6.5,76.0,Midwest,89.7,R,R
0,OF,74.0,180.0,7.441225051879883,,South,93.66797637939452,R,R
0,OF,71.0,155.0,6.85,89.0,West,89.1,R,L
1,OF,72.0,200.0,7.49,88.0,Midwest,93.9,R,R
0,OF,74.0,184.0,6.87,87.0,South,94.9,L,L
0,OF,72.0,175.0,7.27,79.0,South,90.3,R,R
0,OF,73.0,183.0,6.69,86.0,Midwest,92.9,R,R
0,OF,71.0,205.3,7.27,79.0,Northeast,97.1,R,R
0,OF,72.0,170.0,7.17,90.0,Midwest,93.6,R,R
1,OF,68.0,135.0,7.32,75.0,Midwest,74.0,L,L
1,OF,75.0,215.0,6.74,81.0,West,99.5,R,R
0,OF,75.0,220.0,7.48,86.0,Midwest,91.7,R,R
0,OF,73.0,210.0,6.95,81.0,South,101.9,R,R
1,OF,70.0,160.0,6.6,86.0,Northeast,84.6,R,L
0,OF,69.0,141.1,6.7,84.0,West,89.0,R,R
0,OF,72.0,165.0,7.3252458572387695,77.0,Northeast,88.0,L,L
0,OF,75.0,198.6,6.91,90.0,Midwest,100.0,R,R
0,OF,68.0,155.0,7.334421157836914,75.0,Northeast,85.4,R,R
0,OF,70.0,175.0,6.87,79.0,South,94.1,R,R
0,OF,72.0,185.0,7.18,84.0,Midwest,92.8,R,R
0,OF,70.0,190.0,6.86,82.0,Midwest,95.6,R,L
0,OF,70.0,150.0,7.23,75.0,South,83.4,R,R
0,OF,67.0,140.0,7.4,81.0,South,87.3,R,L
0,OF,70.0,180.0,7.010651111602783,,South,93.66727447509766,R,L
1,OF,76.0,205.0,7.08,86.0,Midwest,94.4,R,R
1,OF,71.0,170.0,6.56,90.0,Midwest,96.3,R,R
0,OF,70.0,180.0,7.169488906860352,,South,94.3218994140625,R,R
1,OF,70.0,195.0,7.27,81.0,Northeast,92.5,R,L
1,OF,74.0,180.0,7.036181926727295,,South,92.99905395507812,R,R
0,OF,73.0,205.0,7.18,89.0,Northeast,99.9,R,R
1,OF,69.0,140.0,6.91492223739624,,South,100.23880004882812,L,L
0,OF,71.0,170.0,6.66,82.0,West,102.6,R,R
1,OF,73.0,205.0,7.36,85.0,Midwest,93.0,R,L
0,OF,66.0,130.0,8.12,75.0,South,66.0,L,L
0,OF,72.0,165.0,7.09,87.0,Midwest,96.9,R,L
1,OF,72.0,175.0,7.02,80.0,Northeast,88.9,R,R
0,OF,72.0,205.0,6.7,87.0,South,94.0,R,R
1,OF,72.0,180.0,7.016103744506836,,South,93.10150909423828,L,L
1,OF,72.0,198.0,6.69,86.0,South,97.5,L,L
0,OF,74.0,185.0,7.4,73.0,Midwest,94.3,R,L
0,OF,71.0,185.0,7.400128841400147,,South,89.22298431396484,R,R
0,OF,68.0,145.0,7.079071044921875,,South,91.84484100341795,R,R
1,OF,73.0,185.0,6.84,83.0,Northeast,99.7,L,L
0,OF,70.0,170.0,7.19,86.0,West,95.9,R,R
0,OF,68.0,160.0,7.05,80.0,West,93.2,R,R
1,OF,69.0,165.0,7.001717567443848,,South,96.55237579345705,R,R
1,OF,74.0,195.0,7.21,85.0,South,94.3,R,R
1,OF,72.0,170.0,7.0,83.0,South,95.0,L,L
1,OF,69.0,155.0,7.212862968444824,,West,93.77247619628906,L,L
0,OF,74.0,180.0,6.62,87.0,South,90.8,R,R
1,OF,75.0,188.0,6.88,90.0,Midwest,93.0,R,R
1,OF,70.0,150.0,7.052472114562988,,Midwest,95.53123474121094,R,L
1,OF,72.0,190.0,7.46,77.0,West,92.0,L,L
0,OF,72.0,180.0,7.24,78.0,South,89.6,L,L
0,OF,70.0,170.0,7.41,78.0,Northeast,85.7,R,R
0,OF,72.0,170.0,6.86,91.0,South,93.9,R,R
0,OF,72.0,170.0,6.3,88.0,West,86.2,R,L
1,OF,74.0,180.0,6.53,91.0,West,101.7,L,L
0,OF,70.0,170.0,7.21,81.0,South,92.6,R,R
0,OF,75.0,200.0,7.051671504974365,,Midwest,88.90177917480469,R,R
1,OF,71.0,200.0,6.99,86.0,Northeast,99.4,R,R
0,OF,74.0,190.0,7.03,81.0,Midwest,96.8,R,R
0,OF,73.0,175.0,6.87,82.0,Midwest,97.0,R,R
1,OF,73.0,180.0,7.6,70.0,West,89.6,R,R
0,OF,70.0,170.0,7.35,78.0,Northeast,87.6,R,R
0,OF,70.0,180.0,7.26,83.0,South,94.8,R,L
0,OF,71.0,150.0,7.54,80.0,Midwest,81.0,R,R
0,OF,70.0,170.0,6.98,82.0,Midwest,96.8,L,L
1,OF,70.0,160.0,6.95,,Northeast,87.0,R,R
0,OF,71.0,190.0,7.48,84.0,Northeast,85.7,R,R
0,OF,73.0,180.0,7.05,86.0,Midwest,102.8,R,R
0,OF,72.0,180.0,7.29,89.0,Midwest,95.9,L,L
0,OF,70.0,190.0,7.01,84.0,South,101.7,R,L
0,OF,76.0,210.0,7.12,88.0,South,97.3,L,L
1,OF,73.0,180.0,7.322004795074463,,West,89.40165710449219,L,L
0,OF,70.0,190.0,7.05,,South,83.0,R,R
0,OF,74.0,185.0,7.12,85.0,Midwest,88.9,R,R
0,OF,73.0,175.0,6.7,87.0,Northeast,87.1,R,R
0,OF,71.0,185.0,6.87,90.0,West,94.4,R,L
0,OF,75.0,175.0,7.064542770385742,,South,88.68562316894531,R,R
0,OF,71.0,180.0,7.42,,Midwest,90.0,R,L
0,OF,71.0,170.0,6.69,81.0,Northeast,88.6,R,R
0,OF,72.0,180.0,6.86,80.0,West,99.3,R,R
0,OF,74.0,200.0,7.41,85.0,Northeast,94.0,R,R
0,OF,70.0,155.0,7.432171821594238,,Midwest,95.48815155029295,L,L
0,OF,70.0,150.0,6.97,83.0,Midwest,88.9,R,R
0,OF,73.0,170.0,6.864365577697754,,Midwest,98.48419952392578,L,L
0,OF,75.0,190.0,6.6,92.0,Midwest,96.1,R,R
0,OF,76.0,185.0,6.88,84.0,Midwest,92.4,R,R
1,OF,75.0,181.0,6.69,84.0,South,87.1,R,R
0,OF,72.0,185.0,7.82,,Midwest,82.5,R,R
0,OF,71.0,170.0,7.249307632446289,,Northeast,96.18141174316406,L,L
0,OF,68.0,155.0,7.01,84.0,South,86.0,L,R
1,OF,73.0,165.0,7.36,,South,89.3,R,R
1,OF,72.0,180.0,7.0,78.0,South,90.9,L,L
0,OF,71.0,200.0,7.84,76.0,Midwest,90.1,L,S
