d1_or_not,primary_position,height,weight,sixty_time,of_velo,player_region,exit_velo_max,throwing_hand,hitting_handedness
0,OF,70.0,155.0,7.288200855255127,,Northeast,81.71996307373047,R,R
1,OF,70.0,186.0,7.0,77.0,Northeast,88.0,R,L
1,OF,72.0,180.0,7.11,86.0,West,85.9,R,R
0,OF,74.0,150.0,7.057033538818359,77.0,Midwest,80.9,R,R
0,OF,76.0,207.0,6.97,82.0,South,94.0,R,R
0,OF,71.0,190.0,6.85,87.0,West,99.9,R,R
0,OF,71.0,185.0,7.34,86.0,Midwest,89.7,L,L
1,OF,72.0,170.0,6.69,91.0,Midwest,95.0,R,R
0,OF,70.0,170.0,6.97,82.0,Midwest,90.3,R,S
1,OF,72.0,170.0,6.9,89.0,South,88.0,R,R
1,OF,73.0,180.0,7.24,88.0,South,93.6,R,R
0,OF,75.0,189.0,7.79,76.0,South,90.8,R,R
0,OF,77.0,195.0,7.245108604431152,,Midwest,90.29984283447266,R,L
0,OF,67.0,162.0,6.88,81.0,Midwest,82.0,R,R
0,OF,68.0,150.0,7.32,71.0,Northeast,69.0,R,R
0,OF,72.0,160.0,7.09,87.0,Northeast,89.8,L,L
1,OF,73.0,175.0,7.09,91.0,Midwest,89.5,L,R
1,OF,73.0,180.0,7.42628288269043,,Northeast,88.70616149902344,R,R
1,OF,74.0,215.0,7.08,87.0,West,99.1,R,L
1,OF,72.0,180.0,7.308793067932129,87.0,South,102.3,R,R
0,OF,68.0,185.0,7.63,88.0,Midwest,95.5,L,L
0,OF,74.0,194.9,7.26,93.0,Midwest,101.1,R,R
0,OF,67.0,150.0,7.34,75.0,Midwest,85.9,L,R
0,OF,72.0,170.0,7.46,80.0,South,93.0,L,L
0,OF,70.0,212.0,7.18080472946167,,Midwest,89.51211547851562,L,L
0,OF,69.0,175.0,6.99,88.0,Midwest,91.1,R,R
0,OF,71.0,185.0,7.02,90.0,Midwest,93.5,R,R
0,OF,73.0,180.0,7.12,85.0,Northeast,93.6,R,L
1,OF,68.0,185.0,6.81,91.0,South,102.3,R,L
0,OF,68.0,160.0,6.96,84.0,Midwest,88.0,L,L
1,OF,72.0,164.0,7.62,81.0,South,87.8,R,L
0,OF,72.0,175.7,7.11,76.0,Northeast,91.3,L,L
0,OF,72.0,175.0,6.73,85.0,South,93.5,R,R
0,OF,70.0,175.0,7.133274555206299,,South,91.3907470703125,L,L
1,OF,70.0,175.0,7.339992523193359,,West,92.9432601928711,L,L
0,OF,70.0,180.2,7.25,84.0,West,91.2,R,R
0,OF,71.0,195.0,7.498876094818115,,South,87.24784851074219,R,R
0,OF,73.0,205.0,7.194291591644287,81.0,South,93.7,R,R
0,OF,71.0,190.0,7.49,86.0,Midwest,85.3,R,R
1,OF,70.0,155.0,7.16,82.0,South,95.1,L,L
0,OF,69.0,195.0,7.5,85.0,Northeast,93.7,R,R
0,OF,72.0,190.0,7.04,89.0,West,94.6,R,R
0,OF,72.0,180.0,7.56,,South,90.0,R,R
1,OF,71.0,160.0,7.6540961265563965,,South,94.43133544921876,R,R
0,OF,73.0,200.0,7.27,89.0,Midwest,97.7,R,R
0,OF,73.0,165.0,7.15,80.0,West,94.6,L,S
1,OF,71.0,195.0,6.79,83.0,South,91.0,R,R
1,OF,77.0,205.0,6.62,,South,100.3,L,L
0,OF,73.0,145.0,7.31,81.0,South,78.0,R,R
1,OF,69.0,183.0,6.69,93.0,South,93.3,L,R
0,OF,72.0,160.0,7.07,83.0,Northeast,90.0,R,R
0,OF,74.0,215.0,7.55,86.0,South,87.5,R,R
0,OF,72.0,160.0,7.22,79.0,South,87.4,R,R
0,OF,71.0,175.0,6.96,90.0,South,88.2,R,R
0,OF,68.0,180.0,6.96,84.0,Midwest,95.8,R,R
0,OF,70.0,170.0,6.61,80.0,South,90.3,R,R
1,OF,73.0,190.0,6.97,84.0,West,84.0,R,L
0,OF,73.0,205.0,7.227551937103272,,Midwest,83.8693618774414,R,R
1,OF,72.0,175.0,7.13294792175293,,South,95.48896026611328,L,L
0,OF,74.0,170.0,6.859619617462158,,Midwest,95.60277557373048,L,L
0,OF,72.0,185.0,7.14,79.0,South,92.9,R,R
1,OF,75.0,195.0,6.64,86.0,South,96.6,R,R
0,OF,74.0,175.0,7.08,72.0,West,87.5,L,L
0,OF,72.0,155.0,7.66,63.0,Midwest,78.5,L,R
0,OF,74.0,194.0,6.75,81.0,Midwest,101.6,R,L
0,OF,71.0,175.0,6.87,84.0,Midwest,96.5,L,L
0,OF,70.0,160.0,8.12,60.0,South,75.6,R,R
0,OF,70.0,160.0,7.06,86.0,West,98.7,R,R
1,OF,71.0,175.0,6.7,83.0,Northeast,99.3,R,R
1,OF,76.0,190.0,7.057593822479248,,West,92.6,L,L
0,OF,71.0,160.0,6.93,78.0,Northeast,80.8,R,R
0,OF,70.0,180.0,6.82,86.0,Northeast,85.0,R,L
0,OF,66.0,149.5,7.08,73.0,Northeast,85.4,R,L
0,OF,74.0,185.0,7.321242809295654,,Midwest,94.10259246826172,R,R
0,OF,73.0,180.0,6.88,84.0,Midwest,91.6,L,L
1,OF,71.0,180.0,6.45,84.0,West,100.3,R,S
1,OF,76.0,216.5,7.55,90.0,Northeast,97.3,R,R
0,OF,75.0,175.0,6.96,82.0,Midwest,90.0,R,R
0,OF,76.0,184.0,7.117133140563965,,Midwest,90.90347290039062,R,R
0,OF,70.0,150.0,7.19,82.0,South,87.7,L,L
0,OF,74.0,185.0,7.14,83.0,South,91.0,R,R
1,OF,74.0,180.0,7.88,80.0,South,87.0,R,R
0,OF,72.0,200.0,6.96,81.0,South,96.3,R,R
1,OF,72.0,195.0,6.95,97.0,South,100.7,R,R
1,OF,73.0,175.0,7.134471416473389,,South,93.23646545410156,R,R
1,OF,73.0,178.1,6.93,80.0,Northeast,95.5,L,R
0,OF,71.0,189.0,6.92,89.0,Northeast,98.9,R,R
1,OF,74.0,204.0,6.94,96.0,South,101.7,R,R
0,OF,70.0,155.0,7.13,77.0,Midwest,88.8,R,R
0,OF,69.0,165.0,7.41,79.0,Northeast,84.7,R,R
0,OF,68.0,160.0,7.12,88.0,South,91.6,R,L
0,OF,70.0,160.0,7.112705230712891,,Northeast,89.2927474975586,R,R
0,OF,70.0,150.0,7.400880336761475,,Northeast,87.00203704833984,R,R
0,OF,75.0,190.0,7.31,77.0,South,89.0,L,L
0,OF,72.0,170.0,7.54,77.0,Northeast,85.0,R,R
1,OF,76.0,185.0,7.176225662231445,,West,94.8,R,R
0,OF,72.0,195.0,7.1,87.0,Midwest,88.7,L,S
0,OF,73.0,200.0,7.25,81.0,Midwest,100.1,L,R
0,OF,69.0,150.0,6.902707099914551,,South,96.53874969482422,L,R
1,OF,76.0,190.0,6.49,94.0,West,93.6,R,R
0,OF,72.0,180.0,6.94,81.0,Midwest,90.4,R,R
0,OF,72.0,174.0,6.65,86.0,Midwest,91.4,R,R
0,OF,69.0,167.0,7.555150508880615,,South,88.5981674194336,R,R
0,OF,72.0,185.0,6.99,81.0,South,91.9,R,R
1,OF,70.0,180.0,7.52,84.0,South,96.1,L,L
0,OF,70.0,185.0,7.24,86.0,Midwest,94.5,R,R
0,OF,73.0,185.0,6.86,82.0,South,89.6,R,R
1,OF,75.0,195.0,6.79,83.0,South,95.6,R,L
0,OF,72.0,198.9,7.16,82.0,Midwest,96.6,R,R
1,OF,72.0,195.0,6.7,89.0,Midwest,97.3,R,R
1,OF,70.0,165.0,6.76,92.0,South,91.0,L,L
0,OF,72.0,176.0,6.94,89.0,Midwest,95.2,R,R
0,OF,72.0,170.0,6.7,77.0,Midwest,90.0,R,R
0,OF,67.0,145.0,6.52,90.0,South,90.8,R,R
0,OF,72.0,190.0,6.820975303649902,,South,88.09886932373047,R,R
0,OF,68.0,142.4,7.21,88.0,Midwest,94.7,L,L
0,OF,70.0,165.0,7.481488227844238,,South,97.19105529785156,R,R
0,OF,69.0,170.0,6.95,80.0,Northeast,89.6,L,L
1,OF,71.0,175.0,6.63,85.0,Midwest,98.2,L,L
0,OF,73.0,200.0,7.19,93.0,Midwest,97.5,R,R
1,OF,73.0,170.0,7.01,89.0,Northeast,91.46435546875,R,R
0,OF,71.0,180.0,7.14,85.0,Midwest,97.1,R,R
0,OF,71.0,165.0,7.04,72.0,Midwest,76.0,R,R
0,OF,70.0,175.0,7.21,86.0,Midwest,90.3,L,L
0,OF,68.0,180.0,7.13,77.0,Northeast,92.7,R,R
0,OF,70.0,180.8,6.87,88.0,Midwest,94.6,L,L
0,OF,72.0,190.0,6.98,91.0,South,102.9,R,R
0,OF,73.0,190.0,7.06,82.0,Northeast,95.5,R,R
0,OF,73.0,180.0,7.79,81.0,Midwest,78.0,R,R
0,OF,73.0,205.0,6.85,84.0,Northeast,103.8,R,R
0,OF,71.0,148.8,7.02,75.0,Northeast,84.9,R,R
1,OF,68.0,145.0,6.906708717346191,,South,92.69464111328124,R,L
0,OF,75.0,175.0,7.03,82.0,Midwest,90.7,R,R
1,OF,71.0,140.0,7.29,85.0,South,95.8,L,L
0,OF,71.0,155.0,7.17,79.0,Midwest,86.3,R,R
0,OF,72.0,204.8,7.03,92.0,Midwest,96.7,R,L
1,OF,70.0,145.0,7.540786266326904,,South,95.67108917236328,L,L
0,OF,75.0,170.0,6.7,79.0,Northeast,91.6,R,R
0,OF,73.0,160.0,7.54,82.0,Northeast,84.3,R,R
1,OF,71.0,175.0,6.906734466552734,,West,93.81590270996094,R,R
0,OF,69.0,155.0,7.14,83.0,Midwest,76.0,R,R
0,OF,72.0,190.0,7.09,82.0,West,94.1,R,R
1,OF,76.0,225.0,7.3004255294799805,89.0,South,100.3,L,R
0,OF,68.0,150.0,6.78,83.0,South,88.9,R,R
0,OF,75.0,185.0,6.84,89.0,Midwest,93.0,R,R
0,OF,75.0,170.0,7.45,81.0,Midwest,85.2,R,R
0,OF,74.0,190.0,6.66,80.0,Midwest,100.6,R,L
0,OF,70.0,175.0,7.56177806854248,,West,81.79450225830078,L,L
0,OF,74.0,190.0,7.09,85.0,West,102.6,R,R
0,OF,74.0,200.0,6.89,79.0,South,101.9,R,R
0,OF,70.0,170.0,6.96,75.0,Northeast,90.0,R,L
1,OF,73.0,195.0,6.96,90.0,South,91.0,R,R
0,OF,73.0,158.0,7.0774617195129395,,Northeast,91.59832763671876,L,L
0,OF,71.0,175.0,7.000845909118652,,Midwest,90.50658416748048,R,R
1,OF,73.0,185.0,6.98,92.0,West,103.4,R,L
0,OF,75.0,215.0,7.36,88.0,West,98.4,R,R
1,OF,71.0,185.0,7.0,87.0,South,95.1,R,L
1,OF,72.0,175.0,6.89,90.0,Midwest,96.6,R,R
0,OF,69.0,171.0,7.14,90.0,South,94.1,L,L
0,OF,70.0,177.0,6.69,87.0,Northeast,102.6,R,R
0,OF,70.0,158.0,7.59,74.0,Northeast,83.8,L,L
0,OF,71.0,175.0,6.76,81.0,South,89.1,R,R
0,OF,70.0,180.0,7.680419921875,,Midwest,74.76322937011719,L,L
1,OF,74.0,195.0,7.22,85.0,South,94.0,L,L
0,OF,72.0,165.0,7.16,88.0,South,87.5,L,L
1,OF,72.0,185.0,7.36,80.0,Northeast,91.0,R,R
0,OF,70.0,155.0,7.8,72.0,South,80.8,L,L
0,OF,70.0,180.0,7.24,77.0,Northeast,91.1,R,R
0,OF,71.0,185.0,6.82,85.0,Northeast,95.6,R,R
0,OF,75.0,180.0,6.63,80.0,Midwest,87.1,R,R
1,OF,73.0,190.0,7.08,82.0,South,97.4,R,R
0,OF,72.0,175.0,7.02,81.0,West,95.1,R,R
0,OF,68.0,143.0,7.35,74.0,Midwest,75.4,L,L
0,OF,71.0,155.0,7.28,90.0,Northeast,90.4,R,R
1,OF,70.0,165.0,7.11,83.0,Northeast,89.6,R,L
0,OF,73.0,160.0,7.36,81.0,Northeast,88.8,R,R
0,OF,72.0,160.0,7.017948627471924,,Northeast,97.99253845214844,R,R
0,OF,73.0,165.0,6.972170829772949,,Midwest,93.29955291748048,R,R
0,OF,73.0,185.0,7.32,79.0,Midwest,88.4,L,L
0,OF,77.0,210.0,6.95,93.0,South,101.2,R,R
0,OF,70.0,147.0,7.11,84.0,South,84.0,L,L
1,OF,69.0,190.0,6.65,88.0,Northeast,98.7,R,L
0,OF,75.0,175.0,7.331131935119629,,South,87.0997543334961,R,R
0,OF,71.0,175.0,7.156069755554199,,Northeast,86.44998168945312,L,L
0,OF,73.0,205.0,7.44,82.0,South,102.7,R,R
0,OF,70.0,170.0,6.68,83.0,Northeast,87.0,L,L
0,OF,69.0,166.0,7.535706043243408,91.0,South,95.1,L,L
0,OF,72.0,176.0,7.14,85.0,Northeast,97.1,R,R
0,OF,74.0,170.0,6.85,80.0,West,92.1,L,L
0,OF,70.0,180.0,7.01,89.0,South,102.0,L,L
1,OF,76.0,180.3,6.89,90.0,South,101.2,R,R
1,OF,73.0,195.0,6.8,95.0,Northeast,92.0,L,L
0,OF,72.0,200.0,6.953520774841309,84.0,Midwest,95.2,L,L
1,OF,76.0,175.5,6.77,92.0,Midwest,95.2,R,L
1,OF,73.0,190.0,6.59,87.0,South,99.1,R,R
1,OF,73.0,190.0,6.59,87.0,South,99.1,R,R
0,OF,71.0,172.2,7.09,83.0,South,95.3,R,R
1,OF,72.0,190.0,7.44,78.0,Midwest,94.5,R,L
0,OF,73.0,170.0,7.08,85.0,South,83.9,R,R
1,OF,73.0,190.0,7.05,93.0,Midwest,94.3,R,R
1,OF,77.0,215.0,7.19,85.0,South,96.5,L,L
0,OF,71.0,155.0,7.33,72.0,Northeast,80.0,R,R
0,OF,72.0,175.0,6.77,77.0,West,97.0,L,L
0,OF,72.0,185.0,6.52,96.0,Midwest,100.5,R,R
0,OF,72.0,165.0,6.95,82.0,Midwest,89.2,R,R
0,OF,73.0,165.0,6.33,87.0,Midwest,95.8,R,L
0,OF,70.0,150.0,7.15,80.0,Midwest,86.2,L,L
0,OF,70.0,180.0,7.01,81.0,Midwest,89.9,R,R
1,OF,71.0,182.0,6.75,85.0,Northeast,99.9,L,R
0,OF,71.0,173.0,6.99,75.0,Midwest,88.9,R,R
0,OF,69.0,194.0,7.02,86.0,South,100.8,R,R
0,OF,72.0,168.0,7.171987056732178,,South,89.20489501953125,L,L
1,OF,71.0,180.0,6.990994930267334,,South,90.84494018554688,R,R
0,OF,69.0,175.0,7.36,74.0,Midwest,86.8,L,R
1,OF,71.0,180.0,7.03,79.0,South,89.82967376708984,R,R
0,OF,73.0,185.0,6.91,,Midwest,92.1,R,L
0,OF,72.0,200.0,7.464624881744385,,Midwest,88.17550659179688,R,R
0,OF,73.0,165.0,7.506883144378662,87.0,Northeast,92.0,R,R
0,OF,69.0,155.9,7.05,81.0,West,94.1,R,R
0,OF,74.0,185.0,7.08,84.0,South,90.9,R,R
0,OF,70.0,170.0,7.02,82.0,Northeast,86.6,R,L
0,OF,74.0,168.0,7.247411727905273,,South,93.9780502319336,R,R
0,OF,73.0,200.0,7.446831226348877,91.0,Midwest,98.6,R,R
0,OF,75.0,185.0,6.82,84.0,South,92.9,L,L
0,OF,74.0,195.0,7.14,72.0,Midwest,71.0,R,R
0,OF,68.0,154.0,7.207626819610596,,South,93.62763214111328,R,S
0,OF,72.0,190.0,7.43,81.0,Midwest,88.8,R,R
0,OF,73.0,175.0,7.604226589202881,,Midwest,88.83256530761719,L,L
0,OF,69.0,160.0,6.75,,South,95.4,L,L
1,OF,72.0,175.0,7.616371154785156,,West,86.615234375,R,R
1,OF,72.0,180.0,7.37,90.0,Midwest,96.2,R,R
0,OF,72.0,170.0,6.65,83.0,South,92.6,R,R
0,OF,71.0,155.0,6.96,85.0,Midwest,78.0,R,R
0,OF,74.0,168.0,6.88,80.0,Midwest,86.0,L,L
0,OF,75.0,210.0,7.05,91.0,Midwest,98.7,R,L
0,OF,68.0,150.0,7.21995210647583,,Midwest,89.81298828125,R,L
0,OF,73.0,195.0,7.44,81.0,Midwest,94.4,R,R
0,OF,69.0,178.0,7.1,85.0,South,88.2,R,R
0,OF,71.0,165.0,7.06,91.0,Northeast,90.1,L,L
1,OF,72.0,170.0,7.210119724273682,,South,88.58715057373047,R,R
0,OF,72.0,205.0,7.39,80.0,Northeast,87.0,L,R
0,OF,71.0,145.0,7.7,87.0,Midwest,79.0,R,R
1,OF,74.0,188.0,7.510871887207031,,Northeast,91.90718841552734,L,R
0,OF,75.0,210.0,7.058511734008789,,South,90.52190399169922,R,R
1,OF,78.0,225.0,7.53,,South,89.0,R,R
0,OF,72.0,170.0,7.26,74.0,Midwest,90.3,R,R
0,OF,72.0,145.0,7.53,78.0,Northeast,86.1,R,L
0,OF,71.0,180.0,7.15,86.0,South,91.0,R,R
0,OF,73.0,165.0,6.9,87.0,West,89.7,R,R
1,OF,70.0,135.0,7.1404128074646,,South,93.86097717285156,R,R
0,OF,72.0,165.0,7.301300525665283,,South,81.62071990966797,R,R
0,OF,70.0,165.0,6.82,84.0,Northeast,90.6,R,R
0,OF,74.0,200.0,6.83,91.0,Midwest,98.3,R,R
0,OF,70.0,150.0,7.0281662940979,,Midwest,85.12362670898438,R,R
0,OF,72.0,175.0,6.92,85.0,Midwest,92.8,R,R
0,OF,74.0,210.0,7.47,88.0,Midwest,93.7,R,R
0,OF,76.0,175.0,7.362478733062744,,West,92.04922485351562,R,L
0,OF,76.0,220.0,6.84,83.0,Midwest,104.9,R,R
1,OF,74.0,160.0,6.881478786468506,,South,94.2856216430664,R,L
0,OF,74.0,185.0,6.79,,West,84.0,R,R
0,OF,73.0,170.0,6.91,87.0,Midwest,94.1,R,R
0,OF,71.0,160.0,7.22,82.0,Northeast,88.9,L,L
1,OF,71.0,170.0,6.6,92.0,Northeast,98.4,R,R
0,OF,67.0,150.0,6.87,81.0,South,84.9,R,R
0,OF,71.0,165.0,6.9,86.0,South,89.4,R,R
0,OF,72.0,175.0,7.47,82.0,South,88.8,R,R
0,OF,72.0,160.0,6.76,92.0,Midwest,95.2,R,R
0,OF,73.0,174.0,6.97,87.0,Midwest,92.7,L,R
0,OF,68.0,130.0,7.480668544769287,68.0,Northeast,76.2,R,L
0,OF,73.0,190.0,7.2,77.0,West,86.0,R,R
0,OF,74.0,175.0,7.021828651428223,,West,95.7078857421875,R,R
0,OF,71.0,193.0,7.38,78.0,West,92.2,L,L
0,OF,71.0,175.0,7.46,78.0,Northeast,87.4,R,R
0,OF,72.0,160.0,6.9,81.0,Northeast,89.0,R,R
0,OF,74.0,145.0,7.1,83.0,South,85.3,R,L
0,OF,69.0,157.0,7.08,89.0,Midwest,87.1,R,L
0,OF,74.0,205.0,6.75,83.0,South,86.7,R,R
1,OF,76.0,200.0,7.3,86.0,South,96.9,R,R
1,OF,70.0,178.0,7.0078206062316895,,Midwest,93.8972625732422,L,L
0,OF,72.0,170.0,6.78,81.0,Northeast,96.7,R,R
0,OF,73.0,165.0,6.53,71.0,Northeast,87.7,R,L
1,OF,72.0,194.7,6.54,95.0,South,108.1,R,R
0,OF,71.0,150.0,7.069509983062744,,Northeast,93.35596466064452,L,R
1,OF,72.0,170.0,7.345907211303711,,South,84.76334381103516,R,R
0,OF,70.0,178.0,7.68,78.0,West,89.7,R,R
1,OF,69.0,160.0,6.68,76.0,South,88.4,L,L
1,OF,72.0,162.0,6.72,88.0,South,99.4,L,L
1,OF,70.0,170.0,7.451894283294678,,West,89.9946517944336,L,L
1,OF,78.0,210.0,6.92,90.0,West,96.5,R,R
0,OF,72.0,190.0,7.6,78.0,South,92.2,R,R
0,OF,71.0,175.0,7.12,89.0,Midwest,93.2,R,L
0,OF,72.0,150.0,7.174056529998779,,Midwest,86.99148559570312,R,R
1,OF,69.0,170.0,7.164137840270996,,South,97.36963653564452,R,L
0,OF,71.0,170.0,7.053555488586426,,Midwest,87.59764099121094,R,R
1,OF,73.0,195.0,6.79,89.0,Midwest,101.9,R,L
0,OF,72.0,180.0,7.08,79.0,Midwest,85.0,L,L
0,OF,69.0,180.0,6.95,84.0,Northeast,93.3,L,L
1,OF,72.0,185.0,6.91,87.0,Midwest,94.0,L,L
1,OF,72.0,175.0,6.52,,Midwest,95.1,R,R
0,OF,72.0,160.0,6.82,85.0,South,85.8,L,L
0,OF,70.0,200.0,7.495062351226807,,South,88.81499481201172,R,R
0,OF,72.0,200.0,6.99,78.0,Midwest,102.1,R,R
1,OF,75.0,215.0,6.86,88.0,South,100.2,R,R
0,OF,73.0,165.0,7.34,77.0,Northeast,85.4,R,R
1,OF,69.0,166.7,6.64,91.0,Midwest,97.2,L,L
0,OF,72.0,190.0,7.01,92.0,Midwest,96.4,R,R
0,OF,73.0,185.9,7.12,82.0,West,96.3,R,R
0,OF,70.0,150.0,7.29,78.0,West,87.2,L,L
1,OF,71.0,193.0,6.59,91.0,Midwest,99.3,R,R
0,OF,72.0,180.0,6.83,90.0,West,95.9,L,L
0,OF,72.0,180.0,7.078638553619385,,Midwest,94.02224731445312,R,R
1,OF,70.0,170.0,6.97,84.0,Northeast,87.0,R,L
0,OF,75.0,175.0,7.52,77.0,West,91.2,R,R
0,OF,72.0,185.0,7.07,91.0,Midwest,96.4,R,L
0,OF,75.0,200.0,7.56,80.0,Midwest,85.6,R,R
1,OF,72.0,206.8,6.85,89.0,Midwest,98.9,L,L
0,OF,75.0,200.0,7.231183528900147,,South,87.2444076538086,L,L
0,OF,69.0,135.0,6.98,79.0,Midwest,87.6,R,L
0,OF,70.0,185.0,8.14,76.0,South,86.7,L,L
1,OF,76.0,210.0,7.006282806396484,,South,99.07080841064452,R,R
1,OF,72.0,178.0,7.47,78.0,Northeast,79.0,L,L
0,OF,70.0,205.0,7.16,81.0,South,90.2,R,R
0,OF,72.0,165.0,7.228746891021728,,South,89.66096496582031,L,L
0,OF,71.0,175.0,6.97,84.0,Midwest,94.5,L,R
0,OF,68.0,171.0,6.51,93.0,South,102.6,R,S
1,OF,73.0,185.0,6.79,84.0,South,100.1,L,L
0,OF,68.0,160.0,7.06,69.0,South,86.3,L,S
0,OF,70.0,168.0,6.89,84.0,South,91.0,R,R
1,OF,65.0,150.0,6.49,82.0,Midwest,92.4,R,R
0,OF,74.0,164.0,6.74,86.0,Midwest,90.8,R,R
1,OF,75.0,200.0,6.94,90.0,South,99.0,R,R
0,OF,70.0,140.0,7.438173294067383,,South,89.80840301513672,L,L
1,OF,74.0,190.0,6.87,92.0,Northeast,94.2,R,L
0,OF,73.0,175.0,7.11,85.0,South,90.3,R,L
0,OF,77.0,200.0,7.13,83.0,West,99.4,R,R
0,OF,72.0,165.0,6.87,82.0,South,83.0,R,R
1,OF,69.0,157.0,6.78,84.0,South,91.7,L,L
1,OF,70.0,155.0,6.78,79.0,South,81.0,L,R
0,OF,73.0,200.0,7.08,89.0,Midwest,94.0,R,R
0,OF,75.0,188.0,6.83,87.0,West,99.4,R,R
0,OF,73.0,175.0,7.13,82.0,Midwest,92.9,R,R
0,OF,66.0,125.0,7.284130096435547,,South,92.331298828125,L,L
0,OF,69.0,175.0,7.32,72.0,Northeast,83.7,R,R
1,OF,73.0,205.0,6.78,87.0,West,95.8,R,R
0,OF,74.0,225.0,6.99,87.0,Midwest,97.4,R,R
1,OF,68.0,145.0,6.74,73.0,West,78.0,R,R
1,OF,73.0,185.0,6.96,83.0,South,94.0,R,R
1,OF,74.0,185.0,7.29,90.0,Midwest,93.9,L,L
0,OF,75.0,185.0,7.179868698120117,,South,95.56317901611328,R,R
1,OF,72.0,180.0,6.22,94.0,South,100.1,R,R
0,OF,74.0,170.0,7.335623264312744,,South,85.4017105102539,R,R
0,OF,70.0,145.0,6.96,90.0,West,96.4,R,R
0,OF,73.0,190.0,7.214000701904297,,West,82.44708251953125,R,R
1,OF,74.0,170.0,6.985327243804932,,South,93.0,R,R
0,OF,74.0,170.0,7.01,88.0,South,91.0,R,L
0,OF,71.0,165.0,7.62,78.0,Northeast,78.0,L,L
0,OF,67.0,138.0,7.15,81.0,Northeast,88.4,L,L
0,OF,74.0,190.0,7.42,87.0,South,92.5,R,S
0,OF,74.0,190.0,6.76,88.0,Northeast,95.7,R,R
0,OF,66.0,145.0,6.71,77.0,South,80.0,R,R
0,OF,72.0,185.0,7.0,91.0,Midwest,98.9,R,R
1,OF,72.0,185.0,7.14,91.0,Midwest,94.6,L,L
0,OF,68.0,163.0,6.79,82.0,Midwest,86.0,R,R
0,OF,71.0,170.0,7.28,,South,87.9,R,R
1,OF,70.0,165.0,6.949053764343262,,South,88.12724304199219,R,R
0,OF,71.0,165.0,7.240097999572754,,South,92.6343002319336,R,R
0,OF,70.0,150.0,7.47,78.0,West,89.1,R,R
0,OF,67.0,135.0,6.81,79.0,West,94.4,L,L
0,OF,73.0,185.0,6.932304859161377,,South,87.16690826416016,L,L
1,OF,71.0,175.0,6.33,84.0,South,96.5,R,R
1,OF,70.0,158.0,7.31,81.0,West,86.5,L,L
0,OF,76.0,210.0,7.8,83.0,Midwest,95.4,R,L
0,OF,72.0,175.0,7.03,84.0,West,97.0,R,R
0,OF,70.0,150.0,6.83,81.0,Midwest,93.0,R,L
0,OF,71.0,175.0,7.01,81.0,South,93.8,L,L
0,OF,74.0,180.0,7.112430095672607,,Midwest,91.53247833251952,R,L
0,OF,72.0,165.0,6.63,86.0,West,93.4,R,L
0,OF,67.0,190.0,7.6,74.0,West,88.9,R,R
0,OF,73.0,155.0,7.374218940734863,,West,90.89447784423828,R,R
0,OF,70.0,155.0,7.63,68.0,Midwest,69.0,R,L
0,OF,69.0,170.0,7.55,83.0,Midwest,88.2,L,L
0,OF,76.0,205.0,7.4,82.0,Midwest,93.2,R,R
0,OF,72.0,165.0,7.3,,Midwest,87.9,R,R
0,OF,69.0,150.0,7.857235431671143,,Midwest,80.09696197509766,R,R
0,OF,72.0,195.0,6.99,80.0,South,91.0,R,R
0,OF,70.0,140.0,7.393774509429932,,Midwest,88.17101287841797,R,R
1,OF,72.0,190.0,7.299813747406006,,West,91.6101531982422,R,L
0,OF,72.0,160.0,7.32,83.0,Midwest,82.0,R,R
0,OF,72.0,165.0,7.14,77.0,South,92.5,R,R
0,OF,72.0,185.0,6.7,88.0,Northeast,95.3,R,R
0,OF,67.0,147.0,7.525487899780273,,Midwest,92.61772918701172,R,R
0,OF,72.0,145.0,7.12,76.0,West,84.9,R,L
0,OF,73.0,170.0,7.43,79.0,Midwest,81.1,R,R
0,OF,68.0,160.0,6.53,82.0,Midwest,93.3,R,L
0,OF,73.0,180.0,7.07,84.0,Northeast,92.1,R,R
1,OF,69.0,182.0,7.0,84.0,South,95.7,L,L
1,OF,71.0,150.0,6.98,86.0,South,90.5,R,R
0,OF,70.0,165.0,7.26,80.0,South,85.1,R,L
1,OF,72.0,173.0,6.79,88.0,Northeast,94.0,L,L
1,OF,73.0,190.0,6.73,90.0,South,103.5,R,R
1,OF,69.0,172.0,6.63,83.0,Northeast,95.8,R,R
1,OF,73.0,180.0,6.55,101.0,Midwest,98.5,R,R
1,OF,74.0,200.0,7.116243362426758,,South,90.96472930908205,L,L
0,OF,70.0,165.0,7.141040325164795,,Northeast,89.50476837158203,L,L
0,OF,67.0,160.0,7.17,78.0,Northeast,92.2,R,R
0,OF,71.0,192.0,6.977975368499756,,West,88.66765594482422,R,R
1,OF,74.0,193.0,7.08,88.0,West,100.1,R,L
0,OF,71.0,170.0,6.85,86.0,South,97.8,L,L
0,OF,70.0,180.0,6.5,85.0,South,97.2,R,R
1,OF,71.0,178.0,6.43,88.0,Northeast,95.3,R,R
0,OF,70.0,170.0,6.96,83.0,Midwest,94.4,R,R
1,OF,74.0,190.0,7.603442192077637,,South,89.22820281982422,R,S
0,OF,73.0,175.0,7.0378217697143555,,South,84.72756958007812,R,R
0,OF,70.0,160.0,6.93,77.0,Northeast,92.3,R,R
0,OF,68.0,148.0,7.23,85.0,Northeast,84.1,R,L
