p4_or_not,primary_position,height,weight,sixty_time,c_velo,pop_time,player_region,exit_velo_max,throwing_hand,hitting_handedness
1,C,73.0,198.6,7.54,78.0,1.9,West,94.8,R,L
1,C,75.0,187.6,6.98,80.0,1.9,South,98.3,R,L
0,C,71.0,180.0,7.55,77.0,2.0,West,94.2,R,R
1,C,73.0,201.0,7.06,83.0,1.9,Midwest,101.6,R,R
1,C,74.0,219.0,7.43,79.0,2.0,West,87.86988830566406,R,L
1,C,72.0,215.0,6.82,83.0,2.0,Midwest,102.0,R,L
1,C,72.0,180.0,7.28,82.0,1.8,South,92.6,R,R
1,C,73.0,187.0,6.86,78.0,1.9,West,93.0,R,S
0,C,71.0,195.0,7.96,73.0,2.0,South,88.3,R,R
0,C,69.0,170.0,7.52,74.0,2.2,South,85.0,R,R
0,C,70.0,185.0,7.09,83.0,1.9,South,94.7,R,R
1,C,74.0,200.0,7.52,79.0,2.0,Midwest,96.2,R,R
0,C,72.0,195.0,7.02,75.0,2.0,South,102.0,R,R
0,C,71.0,155.0,7.83,66.0,2.4,South,74.5,R,R
0,C,73.0,185.4,6.89,80.0,1.9,South,96.0,R,R
0,C,70.0,195.0,7.46,80.0,2.0,Northeast,96.4,R,R
1,C,72.0,170.0,7.069712162017822,82.0,2.0,South,95.9,R,R
0,C,70.0,150.0,7.04,83.0,2.0,Midwest,91.0,R,R
1,C,71.0,233.0,7.2,78.0,2.1,Midwest,96.1,R,R
0,C,71.0,170.0,7.46,80.0,2.0,South,95.0,R,L
0,C,72.0,192.0,7.4,68.0,2.2,Northeast,86.0,L,R
0,C,73.0,235.0,7.41,79.0,2.0,Northeast,98.0,R,R
0,C,76.0,190.0,7.144214153289795,83.0,2.0,South,88.0,R,R
1,C,70.0,199.0,7.19,84.0,2.0,Northeast,96.1,R,R
0,C,72.0,199.5,7.22,73.0,2.1,South,94.2,R,L
0,C,84.0,230.0,7.47,76.0,2.0,West,92.7,R,R
0,C,72.0,195.0,7.44,75.0,2.2,South,86.0,R,R
1,C,69.0,190.0,7.350430488586426,75.0,2.0,West,91.1,R,R
1,C,75.0,200.0,7.99,76.0,2.1,West,85.0,R,L
0,C,71.0,175.0,7.04,75.0,2.1,West,100.4,R,R
0,C,73.0,195.0,7.08,81.0,1.9,Northeast,90.9,R,R
0,C,69.0,190.0,7.33,71.0,2.0,Northeast,85.8,R,R
1,C,75.0,195.0,7.57,83.0,1.9,Northeast,96.3,R,R
0,C,73.0,170.0,7.11,83.0,1.9,South,87.0,R,R
0,C,70.0,190.0,7.17,80.0,2.1,Midwest,98.7,R,R
1,C,70.0,185.0,7.5,79.0,1.9,South,102.6,R,L
0,C,70.0,195.0,7.61,71.0,2.2,South,89.0,R,R
1,C,72.0,195.0,7.34,82.0,1.9,Midwest,96.8,R,R
0,C,73.0,215.0,6.91,80.0,2.0,Midwest,101.4,R,R
0,C,71.0,175.0,6.95,77.0,2.0,South,86.0,R,R
0,C,69.0,175.0,8.4,67.0,2.3,South,84.0,R,R
0,C,68.0,175.0,7.33,82.0,1.9,Northeast,95.9,R,R
0,C,69.0,185.0,7.75,73.0,2.1,Midwest,89.2,R,R
0,C,71.0,175.0,7.1,79.0,1.9,West,96.0,R,R
0,C,72.0,165.0,7.15,81.0,1.9,Northeast,93.0,R,R
0,C,72.0,211.0,7.03,83.0,2.0,Midwest,101.6,R,R
1,C,72.0,190.0,7.24,77.0,2.0,South,93.2,R,L
0,C,72.0,195.0,7.19,81.0,2.1,South,91.7,R,R
0,C,73.0,200.0,7.3,79.0,2.0,Midwest,97.0,R,R
0,C,74.0,215.0,7.06,83.0,1.9,Northeast,97.5,R,R
0,C,70.0,177.0,7.8,71.0,2.0,South,90.8,R,R
1,C,73.0,210.0,6.84,86.0,1.9,Midwest,103.1,R,R
0,C,72.0,210.0,7.19,81.0,1.8,Midwest,100.3,R,R
0,C,71.0,175.0,7.76,68.0,2.2,West,82.2,R,S
0,C,73.0,196.2,7.49,81.0,1.9,Northeast,91.0,R,R
0,C,73.0,170.0,6.75,68.0,2.2,South,85.1,R,R
1,C,74.0,180.0,7.1,74.0,2.1,West,93.6,R,S
0,C,73.0,180.0,7.46,79.0,1.9,Northeast,89.9,R,R
0,C,72.0,185.0,6.91,80.0,2.0,Northeast,98.9,R,R
0,C,67.0,180.0,6.991416931152344,82.0,1.9,Northeast,90.7,R,R
1,C,73.0,195.0,6.9,78.0,2.1,Northeast,99.5,R,R
1,C,70.0,180.0,6.81,78.0,2.0,West,98.0,R,S
0,C,75.0,210.0,7.94,78.0,2.0,West,87.0,R,R
0,C,73.0,188.3,6.95,82.0,2.0,Northeast,99.2,R,L
0,C,71.0,185.0,7.52,81.0,2.1,South,93.5,R,R
0,C,70.0,150.0,7.09,73.0,2.1,Northeast,83.0,R,S
1,C,68.0,189.0,7.71,82.0,1.9,South,94.5,R,R
0,C,71.0,185.0,7.79,78.0,2.0,West,93.26887512207033,R,R
0,C,73.0,185.0,7.61,81.0,2.0,West,92.0,R,R
0,C,76.0,195.0,6.72,81.0,2.1,West,94.9,R,R
0,C,73.0,205.0,6.96,75.0,2.0,South,103.0,R,R
0,C,72.0,185.0,7.89,74.0,2.2,South,73.0,R,R
0,C,74.0,210.0,6.91,80.0,2.0,West,102.5,R,R
1,C,73.0,183.0,7.27,80.0,2.0,South,87.6,R,R
0,C,72.0,180.0,6.86,78.0,2.0,Midwest,95.5,R,R
0,C,72.0,195.0,7.88,75.0,2.0,South,93.2,R,R
0,C,71.0,185.0,6.941824436187744,75.0,2.1,South,88.0,R,R
0,C,73.0,180.0,7.3,73.0,2.0,South,88.7,R,L
0,C,74.0,205.0,7.0,82.0,2.0,Northeast,98.1,R,R
1,C,72.0,205.0,7.04,79.0,2.0,Northeast,100.6,R,R
0,C,70.0,180.0,6.97,76.0,2.0,Northeast,92.9,R,R
0,C,72.0,200.0,8.37,76.0,2.1,South,83.8,R,R
0,C,70.0,190.0,7.11,75.0,2.2,South,91.8,R,R
0,C,72.0,180.2,7.01,82.0,1.9,South,93.6,R,R
0,C,69.0,190.0,6.87,81.0,2.0,West,99.6,R,R
0,C,71.0,170.0,6.82,80.0,1.9,Midwest,95.7,R,R
0,C,74.0,151.5,6.69,80.0,2.1,South,90.6,R,R
0,C,74.0,200.0,7.22,80.0,2.0,West,97.1,R,R
0,C,70.0,190.0,7.34,83.0,1.9,Midwest,94.3,R,R
1,C,77.0,205.0,6.82,78.0,2.1,Midwest,92.0,R,R
0,C,73.0,195.0,7.16,79.0,1.9,Northeast,98.3,R,R
0,C,68.0,160.0,7.57,70.0,2.1,Midwest,81.0,R,R
0,C,70.0,180.0,7.18,83.0,1.9,West,97.4,R,R
0,C,70.0,167.8,6.91,82.0,1.9,South,94.1,R,R
1,C,71.0,195.0,6.94,84.0,1.9,South,95.2,R,S
0,C,72.0,200.0,7.38,78.0,2.0,Northeast,94.6,R,R
0,C,75.0,215.0,7.62,78.0,2.0,West,103.4,R,R
0,C,69.0,160.0,7.286370754241943,73.0,2.3,Northeast,89.0,R,R
1,C,72.0,170.0,7.28,79.0,2.0,Midwest,91.9,R,S
1,C,71.0,186.0,7.26,78.0,2.0,South,91.3,R,S
0,C,71.0,205.0,7.42,78.0,1.9,South,97.0,R,R
0,C,72.0,200.0,7.21,78.0,2.1,South,94.0,R,L
0,C,72.0,175.0,7.04,82.0,2.0,Northeast,93.5,R,R
0,C,72.0,165.0,7.35,77.0,2.0,West,92.6128921508789,R,R
0,C,71.0,197.0,7.03,78.0,1.9,West,97.0,R,R
0,C,69.0,170.0,7.01,78.0,1.9,Midwest,94.0,R,L
0,C,73.0,200.0,7.25,77.0,1.9,South,95.5,R,L
0,C,74.0,215.0,7.5,73.0,2.3,South,89.6,R,R
1,C,70.0,190.0,7.52,77.0,1.9,Northeast,96.4,R,R
0,C,70.0,180.0,7.25,81.0,2.0,South,93.6,R,R
1,C,72.0,195.0,7.56,76.0,2.0,Northeast,98.2,R,R
0,C,72.0,195.0,7.45,78.0,2.1,South,100.3,R,R
1,C,73.0,205.0,7.26,81.0,2.0,Midwest,100.3,R,R
0,C,71.0,205.0,7.21,80.0,1.9,Northeast,104.1,R,R
0,C,72.0,210.0,7.5,77.0,2.0,Northeast,94.0,R,R
0,C,72.0,218.0,7.19,81.0,2.0,Midwest,96.8,R,L
1,C,76.0,220.0,6.97,77.0,2.0,Midwest,101.8,R,R
0,C,72.0,205.0,7.3,79.0,2.0,West,103.3,R,R
0,C,71.0,185.0,6.99,78.0,1.9,South,97.8,R,S
0,C,74.0,205.0,7.43,74.0,2.0,Northeast,99.2,R,R
1,C,74.0,205.0,7.6,75.0,2.0,South,96.5,R,R
0,C,72.0,174.6,7.05,77.0,2.0,West,94.6,R,R
0,C,72.0,195.0,7.67,76.0,2.1,South,93.3,R,R
0,C,71.0,190.0,7.92,74.0,2.0,South,94.7,R,R
1,C,70.0,185.0,7.11,77.0,2.0,West,92.6,R,R
0,C,73.0,205.0,7.32,78.0,1.9,South,97.4,R,R
1,C,76.0,180.0,7.45,77.0,2.0,South,98.3,R,R
1,C,74.0,205.0,7.09,80.0,2.1,South,93.0,R,R
0,C,69.0,150.0,7.07,74.0,2.0,South,90.4,R,L
0,C,70.0,180.0,7.42,73.0,2.1,Northeast,86.9,R,R
0,C,73.0,188.0,6.73,85.0,1.9,Midwest,99.0,R,R
0,C,72.0,190.0,7.64,76.0,1.9,Northeast,94.3,R,R
0,C,74.0,230.0,7.445650577545166,75.0,2.1,Northeast,81.0,R,R
0,C,77.0,190.0,7.44,67.0,2.2,West,98.2,R,R
0,C,73.0,205.0,7.16,76.0,2.0,West,96.5,R,R
0,C,73.0,180.0,7.3,81.0,2.0,South,92.1,R,R
0,C,70.0,185.0,7.4,77.0,1.9,Northeast,96.3,R,R
1,C,70.0,190.0,6.96,76.0,2.1,South,90.3,R,R
0,C,71.0,180.0,7.25,77.0,2.0,Northeast,95.3,R,R
0,C,70.0,165.0,7.3,75.0,2.0,West,87.7,R,L
0,C,70.0,175.0,7.51,82.0,1.9,Midwest,96.1,R,L
0,C,72.0,205.0,6.8,84.0,2.0,Midwest,102.5,R,R
0,C,70.0,185.0,7.73,81.0,2.0,South,102.7,R,L
0,C,70.0,185.0,8.11,74.0,2.1,South,81.0,R,R
0,C,73.0,200.0,7.34,81.0,1.9,Midwest,99.6,R,R
1,C,73.0,183.0,7.14,79.0,1.9,Northeast,89.1,R,R
1,C,68.0,175.0,7.4,82.0,1.9,Northeast,86.6,R,R
1,C,75.0,210.0,7.45,83.0,2.0,West,104.0,R,R
0,C,72.0,180.0,7.02,79.0,2.0,South,88.0,R,R
0,C,74.0,205.0,7.81,82.0,2.0,South,98.4,R,L
1,C,74.0,200.0,7.3,79.0,1.9,South,92.3,R,R
0,C,70.0,170.0,7.53,75.0,2.0,South,86.0,R,R
1,C,70.0,188.3,6.78,81.0,2.0,West,97.0,R,R
1,C,72.0,170.0,6.8,73.0,2.2,Midwest,90.6,R,R
0,C,72.0,190.0,7.25,73.0,2.1,West,95.7,R,L
0,C,73.0,200.0,7.1,77.0,2.0,South,100.7,R,R
0,C,74.0,210.0,7.36,78.0,1.9,South,95.0,R,R
0,C,71.0,170.0,7.02,76.0,2.0,West,86.0,R,R
1,C,72.0,215.0,7.14,79.0,2.0,South,95.0,R,R
1,C,70.0,160.0,6.97,81.0,1.9,West,97.3,R,R
0,C,72.0,190.0,7.5,71.0,2.1,South,92.5,R,L
0,C,69.0,180.0,7.12,76.0,2.0,Midwest,97.8,R,L
1,C,71.0,185.0,7.56,82.0,2.0,Northeast,94.0,R,L
1,C,69.0,190.0,7.32,71.0,2.1,Midwest,88.1,R,R
0,C,76.0,230.0,6.68,82.0,1.9,Northeast,101.3,R,L
0,C,73.0,205.0,7.76,69.0,2.2,West,86.7,R,R
0,C,74.0,205.0,7.35,79.0,2.1,Midwest,95.6,R,L
0,C,71.0,168.0,7.68,70.0,2.2,South,93.0,R,L
1,C,73.0,195.0,8.0,76.0,2.0,South,95.1,R,L
0,C,74.0,180.0,7.22,78.0,2.1,West,91.42057800292967,R,R
0,C,70.0,185.0,7.71,80.0,2.0,South,91.5,R,R
1,C,71.0,195.0,7.17,83.0,1.9,South,100.9,R,L
1,C,72.0,180.0,7.67,75.0,2.0,South,96.8,R,L
0,C,71.0,185.0,7.08,78.0,2.0,South,92.5,R,R
1,C,72.0,215.0,7.18,83.0,1.9,West,101.1,R,R
1,C,73.0,215.0,6.96,84.0,1.9,Midwest,103.5,R,R
0,C,73.0,206.4,6.74,81.0,1.9,South,102.0,R,R
0,C,70.0,193.0,7.45,79.0,1.9,West,99.3,R,R
0,C,70.0,180.0,7.1,77.0,2.0,Midwest,98.2,R,R
1,C,74.0,195.0,7.081488132476807,77.0,2.1,Midwest,89.0,R,R
0,C,72.0,175.0,8.32,73.0,2.1,West,94.5,R,R
1,C,71.0,180.0,6.6,79.0,2.0,Northeast,97.0,R,S
0,C,68.0,165.4,7.19,83.0,2.0,Northeast,91.3,R,R
1,C,73.0,200.0,7.11,73.0,2.3,South,100.4,R,R
1,C,76.0,210.0,7.09,77.0,1.9,Midwest,101.0,R,R
0,C,71.0,200.0,7.22,76.0,2.0,Midwest,98.9,R,R
0,C,74.0,215.0,7.19,78.0,1.9,West,102.6,R,R
0,C,72.0,190.0,6.8,83.0,2.0,South,100.6,R,R
0,C,70.0,180.0,7.85,77.0,1.9,South,96.2,R,R
0,C,74.0,185.0,7.01,78.0,2.0,Midwest,92.0,R,R
1,C,73.0,195.0,7.44,78.0,2.0,Northeast,96.2,R,R
0,C,75.0,180.0,7.08,79.0,2.0,Northeast,90.4,R,R
0,C,74.0,195.0,7.3,74.0,2.1,Northeast,89.9,R,L
1,C,71.0,190.9,7.3,80.0,2.0,South,100.5,R,L
0,C,73.0,220.0,7.4,77.0,2.0,South,97.7,R,R
0,C,69.0,190.0,7.07,79.0,1.9,Midwest,93.7,R,R
1,C,73.0,203.0,7.18,81.0,2.0,West,97.6,R,L
0,C,69.0,185.0,7.319770336151123,75.0,2.1,South,92.8,R,R
0,C,73.0,200.0,7.03,79.0,2.0,South,99.5,R,R
0,C,67.0,160.0,7.47,73.0,1.9,South,94.7,R,R
1,C,73.0,190.0,7.04,78.0,2.0,South,98.0,R,R
0,C,69.0,154.5,7.11,79.0,2.0,Northeast,94.3,R,R
0,C,70.0,180.0,7.6,68.0,2.2,Northeast,78.0,R,R
1,C,71.0,185.0,7.46,80.0,1.9,West,99.9,R,R
1,C,70.0,173.0,7.25,75.0,2.1,Northeast,85.0,R,R
0,C,72.0,194.0,7.26,80.0,2.0,West,101.9,R,R
0,C,70.0,180.0,6.79,80.0,2.0,Midwest,94.6,R,R
1,C,72.0,195.0,7.6,80.0,2.0,South,88.0,R,R
1,C,72.0,209.2,7.0,86.0,1.9,Midwest,97.6,R,R
0,C,74.0,205.0,7.03,79.0,2.0,West,99.7,R,R
0,C,75.0,200.0,6.76,79.0,2.0,Midwest,95.7,R,R
0,C,74.0,180.0,7.1,77.0,2.0,South,87.0,R,R
0,C,71.0,180.0,8.1,68.0,2.3,Northeast,80.8,R,R
0,C,73.0,190.0,7.18,74.0,2.0,Northeast,79.0,R,L
0,C,73.0,210.0,6.96,74.0,2.1,Midwest,92.7,R,R
0,C,72.0,160.0,7.0,75.0,2.1,West,90.0,R,R
1,C,71.0,175.0,6.68,81.0,1.9,Midwest,101.5,R,R
0,C,69.0,160.0,7.66,73.0,2.2,Northeast,88.2,R,R
0,C,73.0,205.0,7.36,77.0,1.9,South,93.5,R,L
0,C,72.0,175.0,7.18,80.0,1.9,South,90.0,R,S
0,C,72.0,200.0,7.22,77.0,1.9,West,92.4,R,R
0,C,70.0,175.0,7.07,80.0,2.0,Midwest,87.5,R,R
0,C,71.0,168.0,7.11,76.0,2.1,South,93.0,R,R
1,C,74.0,210.0,6.88,85.0,1.8,Midwest,99.1,R,R
0,C,76.0,215.0,7.04,79.0,2.0,Midwest,104.8,R,R
0,C,73.0,201.0,7.06,85.0,1.8,South,96.7,R,R
1,C,75.0,211.6,6.9,88.0,1.9,South,105.6,R,R
0,C,71.0,230.2,7.21,76.0,2.1,South,105.8,R,L
0,C,73.0,192.0,7.5,77.0,1.9,South,92.0,R,R
0,C,73.0,205.0,7.25,82.0,2.0,Northeast,96.3,R,R
0,C,72.0,190.0,7.1750359535217285,74.0,2.0,West,95.1,R,R
0,C,70.0,193.0,7.12,77.0,2.0,South,94.4,R,S
0,C,71.0,185.0,7.42,74.0,2.2,South,94.0,R,R
1,C,75.0,200.0,7.54,81.0,1.9,West,98.3,R,L
1,C,72.0,188.0,7.1,76.0,2.0,Midwest,96.8,R,R
0,C,72.0,175.5,6.84,84.0,1.9,South,96.4,R,R
0,C,70.0,180.0,7.31,83.0,1.9,West,96.4,R,R
0,C,70.0,190.0,7.19,76.0,2.0,Midwest,96.4,R,R
0,C,75.0,205.5,7.26,79.0,2.0,South,95.2,R,R
0,C,75.0,195.0,6.55,80.0,1.9,Midwest,100.6,R,L
0,C,75.0,225.0,8.36,62.0,2.4,Northeast,88.3,R,R
0,C,74.0,195.0,7.08,77.0,1.9,South,92.0,R,R
0,C,74.0,205.0,7.3,81.0,1.9,West,94.2,R,R
0,C,73.0,177.0,7.22,79.0,2.1,West,95.4,R,S
1,C,73.0,162.0,6.81,86.0,1.9,West,97.5,R,R
1,C,74.0,195.0,7.87,75.0,2.1,South,94.1,R,R
1,C,71.0,215.0,6.9,79.0,2.1,South,93.9,R,R
0,C,71.0,200.0,7.2,80.0,1.9,Midwest,97.2,R,R
0,C,73.0,208.0,6.67,82.0,1.8,Northeast,97.8,R,R
1,C,75.0,180.0,7.553765773773193,79.0,2.1,South,93.0,R,R
0,C,73.0,190.0,6.81,81.0,1.9,Northeast,92.8,R,R
0,C,71.0,185.0,7.22,76.0,2.1,West,95.1,R,R
0,C,73.0,212.0,7.85,79.0,2.0,Midwest,96.9,R,L
0,C,71.0,185.0,7.52,82.0,1.9,Midwest,97.2,R,R
0,C,71.0,170.0,7.68,69.0,2.2,Northeast,85.3,R,L
1,C,71.0,185.0,7.22,74.0,2.1,South,94.4,R,S
0,C,70.0,185.0,7.44,78.0,2.0,Northeast,91.9,R,R
0,C,75.0,205.0,6.947999477386475,73.0,2.1,South,86.0,R,R
0,C,72.0,205.0,7.45,72.0,2.2,South,92.4,R,R
0,C,73.0,175.0,7.04,80.0,2.0,Midwest,97.0,R,L
0,C,76.0,190.0,7.25,80.0,2.0,Northeast,96.6,R,L
0,C,72.0,200.0,7.2,74.0,2.1,West,97.5,R,R
1,C,71.0,193.0,7.27,82.0,1.9,Northeast,96.7,R,R
0,C,73.0,190.0,7.51,75.0,2.1,South,89.5,R,R
0,C,71.0,190.0,6.8,81.0,2.0,West,97.2,R,R
1,C,73.0,205.0,6.68,92.0,1.9,Midwest,102.3,R,L
1,C,72.0,200.0,7.49,87.0,2.0,South,102.5,R,R
1,C,73.0,225.0,7.63,77.0,2.0,West,96.3,R,R
1,C,72.0,224.0,7.22,83.0,1.9,Northeast,99.2,R,R
0,C,75.0,190.0,7.35,78.0,2.0,West,94.8,R,R
1,C,74.0,200.0,7.12,78.0,2.0,West,99.0,R,R
0,C,70.0,193.0,7.67,75.0,2.0,South,92.0,R,L
0,C,71.0,165.0,8.13,75.0,2.1,South,84.5,R,R
0,C,75.0,230.0,7.96,75.0,2.0,Northeast,101.4,R,L
0,C,71.0,190.0,6.84,78.0,1.9,Midwest,100.0,L,L
0,C,72.0,207.0,7.47,80.0,2.2,Northeast,92.2,R,R
0,C,71.0,205.0,7.61,79.0,2.0,Midwest,94.7,R,R
0,C,74.0,215.0,7.41,75.0,2.0,West,94.3,R,R
0,C,73.0,170.0,7.5,61.0,2.3,West,72.0,R,R
0,C,67.0,160.0,7.25,75.0,2.0,Northeast,88.5,R,R
0,C,73.0,190.0,7.04,81.0,2.1,South,92.0,R,R
1,C,73.0,190.0,7.06,79.0,1.9,South,97.2,R,L
0,C,70.0,185.0,7.21,72.0,2.2,Northeast,90.1,R,R
1,C,72.0,195.0,7.25,79.0,2.0,West,96.3,R,R
0,C,71.0,185.0,6.71,81.0,1.8,South,96.5,R,L
0,C,75.0,195.0,6.8,85.0,2.0,Northeast,92.5,R,R
0,C,73.0,202.0,7.6,74.0,2.0,South,92.6,R,R
0,C,75.0,215.0,7.52,77.0,2.0,South,94.9,R,R
1,C,72.0,200.0,7.09,80.0,2.0,Midwest,96.2,R,L
0,C,72.0,160.0,7.83,71.0,2.1,South,81.0,R,R
1,C,77.0,205.0,7.29,79.0,2.0,West,99.2,R,R
0,C,76.0,220.0,7.53,78.0,2.0,Midwest,102.2,R,R
1,C,74.0,208.0,6.935409069061279,77.0,1.9,West,95.8,R,R
0,C,71.0,200.0,7.66,77.0,2.0,Midwest,95.2,R,L
0,C,72.0,185.0,7.69,80.0,2.0,South,97.7,R,R
0,C,76.0,200.0,6.81,79.0,2.0,Midwest,94.4,R,R
0,C,70.0,175.0,7.2,77.0,1.9,West,96.8,R,R
0,C,75.0,201.0,7.41,73.0,2.0,Northeast,95.2,R,R
0,C,72.0,170.0,7.17,73.0,2.0,Northeast,84.0,R,L
0,C,72.0,195.0,8.01,75.0,2.1,South,87.0,R,L
0,C,74.0,215.0,7.24,79.0,2.0,South,93.7,R,L
1,C,73.0,190.0,6.84,81.0,2.0,South,92.2,R,R
0,C,71.0,188.0,7.46,78.0,2.0,Midwest,101.6,R,R
1,C,73.0,210.0,7.17,85.0,1.9,South,102.0,R,L
0,C,74.0,195.0,7.51,84.0,1.9,Midwest,101.0,R,R
0,C,72.0,190.0,7.66,73.0,2.1,Northeast,90.2,R,L
0,C,75.0,215.0,7.21,83.0,1.9,South,96.0,R,R
1,C,76.0,200.0,7.1,73.0,2.1,West,90.5,R,R
0,C,73.0,195.0,7.29,83.0,2.0,South,95.8,R,L
1,C,72.0,201.3,7.12,81.0,1.9,South,99.8,R,L
0,C,72.0,205.0,6.81,79.0,1.9,South,97.0,R,R
0,C,72.0,195.0,6.97,76.0,2.0,South,96.6,R,R
1,C,71.0,190.0,7.72,76.0,1.9,South,96.0,R,R
0,C,72.0,175.0,7.08,77.0,2.0,West,99.6,R,R
0,C,71.0,190.0,7.19,80.0,1.9,South,95.9,R,R
0,C,74.0,225.0,7.12,82.0,1.9,Northeast,102.8,R,R
1,C,74.0,205.0,7.09,79.0,1.9,Northeast,102.7,R,R
0,C,72.0,185.0,6.67,82.0,1.9,West,99.3,R,R
0,C,72.0,185.0,7.38,72.0,2.2,West,84.0,R,R
1,C,70.0,185.0,7.15,78.0,2.1,Northeast,93.0,R,R
0,C,74.0,188.0,6.96,80.0,1.9,Northeast,91.0,R,R
0,C,74.0,188.0,6.89,81.0,1.9,South,95.4,R,L
0,C,76.0,210.0,7.85,70.0,2.2,South,80.2,R,R
0,C,77.0,205.0,8.02,77.0,2.0,South,96.5,R,R
1,C,72.0,175.0,6.65,78.0,2.0,South,87.0,R,R
0,C,71.0,205.0,8.43,76.0,2.2,South,95.1,R,R
1,C,71.0,190.0,7.18,80.0,1.9,South,92.0,R,L
0,C,70.0,167.1,7.74,78.0,1.9,South,93.7,R,R
0,C,72.0,190.0,7.44,78.0,2.0,South,94.1,R,R
0,C,72.0,185.0,7.3,74.0,1.9,Northeast,93.5,R,R
0,C,73.0,180.0,7.75,76.0,2.0,West,84.0,R,R
1,C,75.0,205.0,7.36,78.0,1.9,Northeast,94.0,R,R
0,C,71.0,190.0,7.09,76.0,1.9,West,96.3,R,R
0,C,70.0,170.0,7.21,78.0,1.9,South,94.4,R,R
0,C,70.0,180.0,7.28,80.0,2.0,West,93.1,R,R
0,C,72.0,201.8,7.02,75.0,2.0,Northeast,99.4,R,R
0,C,71.0,215.0,6.75,78.0,2.0,Northeast,97.3,R,R
0,C,70.0,185.0,7.71,77.0,2.0,Northeast,92.0,R,R
0,C,72.0,175.0,6.92,78.0,2.0,Midwest,98.3,R,S
0,C,72.0,170.0,7.6,71.0,2.1,West,87.2,R,R
1,C,73.0,200.0,8.13,77.0,2.1,South,90.7,L,R
1,C,70.0,185.0,7.15,78.0,2.0,Midwest,94.0,R,R
0,C,73.0,200.0,6.8281402587890625,75.0,2.1,South,90.0,R,L
0,C,74.0,200.0,8.43,75.0,2.0,West,98.5,R,R
0,C,70.0,185.0,7.97,72.0,1.9,South,91.8,R,L
0,C,72.0,205.0,7.71,77.0,2.2,Midwest,95.0,R,R
0,C,72.0,201.9,7.19,81.0,1.9,West,103.6,R,R
0,C,73.0,195.0,7.3,75.0,2.0,West,94.0,R,R
0,C,74.0,193.0,7.66,83.0,1.8,West,94.8,R,R
0,C,69.0,165.0,7.38,73.0,2.1,South,83.7,R,S
0,C,76.0,205.0,7.82,74.0,2.0,South,91.9,R,R
1,C,72.0,183.0,7.18,79.0,2.0,South,89.8,R,R
0,C,71.0,170.0,7.44,73.0,2.1,South,88.1,R,R
1,C,72.0,200.0,6.85,81.0,2.0,South,96.4,R,R
0,C,73.0,190.0,7.09,77.0,2.1,South,98.6,R,R
1,C,70.0,200.0,7.6,81.0,2.0,Northeast,92.2,R,R
1,C,71.0,165.0,6.98,81.0,1.9,Midwest,93.2,R,S
1,C,69.0,175.0,7.39,79.0,2.0,West,89.9,R,R
1,C,76.0,205.0,7.02,82.0,1.9,Midwest,96.5,R,R
1,C,75.0,205.0,7.61,75.0,2.0,West,92.5,R,R
1,C,73.0,165.0,7.07,78.0,2.1,Northeast,90.1,R,L
0,C,69.0,205.0,7.43,85.0,2.0,Northeast,104.6,R,L
0,C,70.0,175.0,7.48,74.0,2.1,Midwest,82.0,R,R
0,C,70.0,190.0,7.36,75.0,2.0,Midwest,82.0,R,R
0,C,73.0,193.8,6.97,83.0,1.9,Northeast,99.7,R,R
0,C,73.0,235.0,7.3,70.0,2.0,Northeast,99.6,R,R
0,C,74.0,195.0,8.27,82.0,2.1,Northeast,97.1,R,R
0,C,73.0,190.0,7.16,81.0,2.0,Northeast,95.7,R,R
0,C,72.0,170.0,6.97,79.0,1.9,Northeast,96.6,R,R
0,C,70.0,182.1,6.92,81.0,1.9,South,95.4,R,R
0,C,71.0,185.0,7.2,84.0,1.9,Northeast,99.7,R,R
1,C,72.0,192.0,7.25,76.0,2.0,South,91.9,R,L
0,C,66.0,155.0,7.34,72.0,2.0,South,90.1,R,R
0,C,73.0,205.0,7.41,78.0,2.0,Midwest,107.5,R,R
0,C,71.0,185.0,7.09,79.0,2.0,Northeast,97.6,R,R
0,C,72.0,185.0,6.99,76.0,2.0,West,99.5,R,R
0,C,73.0,195.0,6.89,74.0,2.0,Midwest,96.7,R,R
1,C,73.0,190.0,6.94,82.0,1.9,South,96.7,R,R
0,C,72.0,164.0,7.01,74.0,2.0,Northeast,89.9,R,L
1,C,71.0,202.0,7.06,82.0,1.9,Northeast,97.6,R,R
1,C,72.0,180.0,7.48,80.0,2.0,West,94.9,R,L
0,C,70.0,185.0,7.65,69.0,2.2,Northeast,92.7,R,R
0,C,72.0,200.0,7.65,75.0,2.0,Northeast,102.6,R,R
0,C,68.0,205.0,7.25,74.0,2.0,South,87.0,R,R
1,C,72.0,210.0,7.12,79.0,2.0,West,97.8,R,R
0,C,72.0,185.2,7.35,77.0,2.0,South,95.3,R,R
0,C,74.0,195.0,7.25,77.0,2.0,West,93.0,R,R
0,C,73.0,205.0,7.049178600311279,71.0,2.0,Northeast,94.6,R,R
1,C,74.0,205.0,6.98,85.0,1.8,Midwest,97.1,R,R
1,C,73.0,188.0,7.27,86.0,1.7,South,98.6,R,R
0,C,72.0,180.0,7.78,80.0,1.9,Northeast,91.8,R,R
0,C,75.0,200.0,7.39,72.0,2.3,Northeast,91.9,R,R
0,C,74.0,195.0,7.2,79.0,1.9,Midwest,99.8,R,R
