d1_or_not,primary_position,height,weight,sixty_time,c_velo,pop_time,player_region,exit_velo_max,throwing_hand,hitting_handedness
0,C,73.0,175.0,7.47,75.0,2.2,Midwest,86.7,R,R
1,C,72.0,200.0,6.72,82.0,2.0,West,99.9,R,R
0,C,72.0,180.0,7.82,76.0,2.2,Midwest,89.4,R,R
0,C,73.0,165.0,7.33,68.0,2.2,South,88.7,R,R
0,C,70.0,190.0,7.21,72.0,2.1,South,92.2,R,L
0,C,70.0,185.0,7.3,78.0,2.0,South,92.5,R,R
1,C,74.0,171.0,6.89,79.0,2.0,South,84.0,R,S
1,C,68.0,152.0,6.98,73.0,2.3,Northeast,84.3,R,R
1,C,71.0,195.0,7.32,73.0,2.2,Northeast,94.5,R,L
0,C,72.0,180.0,7.13,75.0,1.9,Midwest,94.4,R,R
0,C,70.0,155.0,7.01,79.0,1.9,Midwest,89.6,R,R
0,C,69.0,180.0,7.74,70.0,2.2,Midwest,85.5,R,L
0,C,76.0,195.0,7.388118267059326,67.0,2.3,Midwest,89.0,R,R
1,C,70.0,165.0,7.72,74.0,2.1,Northeast,85.0,R,L
0,C,72.0,185.0,7.02,74.0,2.2,Midwest,96.4,R,R
0,C,70.0,175.0,7.01,77.0,2.1,Northeast,94.2,R,R
0,C,72.0,185.0,7.16,76.0,2.1,Midwest,94.0,R,R
0,C,69.0,170.0,7.14,74.0,2.1,Midwest,90.3,R,R
1,C,72.0,200.0,7.02,78.0,1.9,Midwest,100.0,R,L
0,C,75.0,225.0,8.43,75.0,2.1,Midwest,95.4,R,R
0,C,73.0,165.0,7.75,74.0,2.1,South,88.4,R,R
0,C,68.0,160.0,6.92,77.0,2.0,South,90.2,R,R
0,C,71.0,185.0,7.56,75.0,2.1,Midwest,94.0,R,R
0,C,72.0,185.0,7.19,75.0,2.0,Midwest,91.5,R,R
1,C,73.0,200.0,7.78,78.0,2.1,West,91.2,R,R
1,C,71.0,190.0,7.27,76.0,2.0,West,100.5,R,R
0,C,72.0,183.0,7.59,79.0,2.0,South,91.6,R,L
0,C,71.0,173.0,7.11,78.0,2.0,Midwest,97.9,R,R
0,C,72.0,190.0,6.7,81.0,1.8,Midwest,94.2,R,L
1,C,72.0,210.0,6.63,78.0,2.0,Northeast,98.0,R,R
0,C,74.0,205.0,7.09,75.0,2.0,Northeast,98.1,R,R
1,C,73.0,192.7,6.97,78.0,2.0,Midwest,96.4,R,L
0,C,74.0,220.0,7.18,79.0,1.9,Northeast,92.5,R,R
0,C,71.0,165.0,7.25,69.0,2.3,Midwest,92.3,R,R
0,C,71.0,175.0,8.01,75.0,2.1,South,90.0,R,R
0,C,72.0,180.0,7.23,75.0,2.1,Midwest,91.1,R,R
0,C,72.0,185.0,7.14,77.0,1.9,Midwest,98.2,R,R
0,C,69.0,165.0,7.17,78.0,2.0,Midwest,88.1,R,R
0,C,70.0,195.0,7.92,73.0,2.0,Midwest,91.3,R,R
0,C,69.0,157.0,8.0,68.0,2.2,South,81.7,R,R
1,C,72.0,190.7,7.21,79.0,2.0,West,93.6,R,R
1,C,72.0,185.0,7.84,69.0,2.1,South,78.0,R,R
0,C,74.0,220.0,7.93,70.0,2.1,Northeast,86.0,R,R
1,C,72.0,185.0,7.21,78.0,2.0,South,100.0,R,R
0,C,72.0,175.0,7.58,72.0,2.2,Midwest,81.4,R,R
0,C,69.0,170.0,7.31,77.0,2.1,Northeast,94.4,R,R
0,C,73.0,215.0,7.54,77.0,2.0,Northeast,101.1,R,R
0,C,67.0,180.0,7.59,66.0,2.3,Midwest,88.3,R,R
1,C,71.0,175.0,7.52,73.0,2.0,Midwest,90.1,R,R
0,C,75.0,198.0,8.25,75.0,2.3,Midwest,84.7,R,R
0,C,73.0,170.0,6.92,80.0,1.9,Northeast,88.9,R,R
0,C,69.0,200.0,8.5,64.0,2.5,South,72.0,R,L
0,C,72.0,163.0,7.11,71.0,2.3,Midwest,88.7,R,R
1,C,74.0,190.0,7.35,78.0,1.9,Northeast,92.4,R,R
0,C,72.0,188.3,7.38,74.0,2.1,Midwest,89.7,R,R
0,C,72.0,190.0,7.08,75.0,2.0,South,86.9,R,S
0,C,69.0,180.0,7.2,76.0,1.9,South,92.8,R,R
0,C,72.0,165.0,6.91,79.0,2.1,Midwest,87.3,R,R
0,C,74.0,180.0,7.69,69.0,2.3,West,71.0,R,R
0,C,68.0,165.0,7.16,75.0,2.0,Midwest,90.0,R,R
0,C,70.0,160.0,7.05,77.0,2.1,Midwest,89.0,R,R
0,C,70.0,160.0,6.95,73.0,2.1,South,90.9,R,R
0,C,71.0,180.0,7.86,74.0,2.0,Northeast,83.0,R,R
0,C,73.0,195.0,6.909355163574219,73.0,2.3,South,92.9,R,L
1,C,70.0,214.0,7.2,82.0,1.9,West,98.3,R,R
0,C,73.0,195.0,7.78,76.0,2.1,South,82.0,R,R
1,C,71.0,182.0,7.14,78.0,1.9,Midwest,95.6,R,L
1,C,71.0,190.0,7.59,76.0,2.0,Northeast,94.8,R,R
1,C,72.0,190.0,7.34,75.0,2.0,Northeast,86.5,R,R
0,C,74.0,170.0,7.64,74.0,2.1,South,94.1,R,R
1,C,70.0,155.0,7.84,78.0,1.9,South,81.0,R,R
1,C,70.0,170.0,7.72,69.0,2.4,Northeast,79.8,R,R
1,C,74.0,210.0,6.91,84.0,1.9,Midwest,105.2,R,L
1,C,71.0,195.0,6.95,78.0,1.9,South,97.0,R,R
0,C,74.0,208.0,7.46,80.0,1.9,South,93.0,R,R
1,C,71.0,195.0,6.94,77.0,2.0,West,96.6,R,S
0,C,73.0,210.0,7.13,79.0,2.0,South,102.4,R,R
0,C,72.0,180.0,7.48,75.0,2.1,South,90.9,R,R
0,C,74.0,185.0,7.02,80.0,1.9,Midwest,88.0,R,R
1,C,71.0,210.0,7.37,75.0,2.1,South,91.6,R,R
0,C,75.0,210.0,7.27,76.0,2.0,Northeast,87.7,R,L
0,C,70.0,150.0,7.55,73.0,1.9,Northeast,85.6,R,R
0,C,72.0,165.0,7.09,77.0,2.0,South,90.7,R,R
0,C,72.0,230.0,7.72,74.0,1.9,Midwest,94.8,R,R
0,C,70.0,200.0,7.13,80.0,2.2,South,87.7,R,R
0,C,74.0,225.0,7.0,77.0,2.0,South,99.6,R,R
0,C,68.0,180.0,7.58,67.0,2.2,South,70.0,R,R
0,C,74.0,200.0,7.04,80.0,2.1,Midwest,103.2,R,R
0,C,70.0,180.0,7.03,80.0,2.1,Midwest,96.8,R,R
0,C,69.0,185.0,8.25,66.0,2.2,South,90.0,R,R
0,C,71.0,240.0,9.38,64.0,2.4,Midwest,77.8,R,R
0,C,73.0,195.0,7.22,78.0,2.0,Northeast,88.6,R,R
0,C,70.0,175.0,7.36,76.0,2.0,Midwest,90.6,R,R
0,C,74.0,205.0,7.83,79.0,2.0,Midwest,96.1,R,R
1,C,74.0,180.0,7.43,80.0,2.0,South,98.3,R,R
0,C,70.0,170.0,7.69,70.0,2.3,Midwest,88.4,R,R
1,C,70.0,185.0,6.83,78.0,1.9,Midwest,98.4,R,R
0,C,72.0,160.0,7.71,75.0,2.1,Midwest,86.3,R,R
0,C,77.0,205.0,7.25,76.0,2.1,Midwest,100.3,R,R
0,C,70.0,170.0,7.04,81.0,1.9,Midwest,97.9,R,L
1,C,72.0,215.0,6.8,81.0,1.9,South,107.4,R,R
0,C,70.0,165.0,8.325188636779785,70.0,2.2,Midwest,74.0,R,R
0,C,75.0,210.0,7.0,77.0,2.1,Midwest,90.7,R,R
0,C,72.0,188.3,7.77,76.0,1.9,West,94.8,R,R
0,C,74.0,170.0,7.4,76.0,2.1,South,81.0,R,R
0,C,70.0,195.0,7.57,71.0,2.1,Midwest,87.5,R,L
0,C,73.0,165.0,8.0,75.0,2.1,South,80.2,R,R
0,C,73.0,160.0,7.43,75.0,2.0,Northeast,89.8,R,R
0,C,72.0,160.0,6.85,78.0,1.9,Midwest,87.5,R,R
0,C,70.0,185.0,7.54,81.0,1.9,Midwest,95.1,R,R
0,C,70.0,175.0,6.76,76.0,2.0,Northeast,97.3,R,R
1,C,71.0,170.4,6.76,82.0,1.9,Midwest,96.8,R,R
0,C,70.0,187.0,7.94,68.0,2.2,Northeast,88.9,R,R
0,C,70.0,179.2,6.94,76.0,2.0,West,95.8,R,R
0,C,73.0,170.0,7.14,79.0,2.0,South,85.0,R,R
0,C,71.0,190.0,8.24,67.0,2.2,Northeast,82.0,R,R
0,C,73.0,185.0,7.39,78.0,1.9,South,86.0,R,R
0,C,73.0,190.0,7.51292610168457,69.0,2.2,Midwest,93.7,R,R
0,C,70.0,175.0,7.62,75.0,2.1,Northeast,93.8,R,L
1,C,73.0,185.0,7.28,79.0,1.9,South,90.5,R,L
1,C,71.0,185.0,7.45,80.0,2.2,Midwest,103.5,R,R
0,C,73.0,175.0,7.67,76.0,2.1,Midwest,87.0,R,R
1,C,71.0,200.0,7.14,80.0,2.0,Midwest,91.0,R,R
0,C,72.0,175.0,7.75,72.0,2.0,Midwest,87.4,R,R
0,C,72.0,175.0,7.75,72.0,2.0,Midwest,87.4,R,R
0,C,72.0,185.0,7.46,77.0,2.1,Midwest,90.3,R,R
1,C,71.0,185.0,7.32,78.0,1.9,Northeast,96.5,R,R
1,C,72.0,185.0,6.67,81.0,2.0,South,94.4,R,R
0,C,71.0,170.0,7.4,78.0,1.9,West,93.3,R,R
0,C,72.0,175.0,7.22,69.0,2.1,Midwest,93.1,R,S
0,C,70.0,180.0,7.57,69.0,2.2,Northeast,92.2,R,R
0,C,69.0,160.0,7.92,73.0,2.0,South,86.0,R,R
0,C,73.0,190.0,7.39,78.0,2.1,South,94.9,R,R
1,C,75.0,200.0,6.19,80.0,1.9,Midwest,95.3,R,R
0,C,72.0,210.0,7.64,78.0,2.0,Midwest,99.2,R,S
1,C,72.0,190.0,7.05,79.0,2.0,South,96.7,R,L
0,C,75.0,200.0,6.95,68.0,2.3,Midwest,98.5,R,R
0,C,66.0,135.0,8.4,61.0,2.5,South,74.0,R,R
0,C,70.0,170.0,7.56,71.0,2.1,South,81.4,R,R
0,C,70.0,178.0,7.27,70.0,2.2,Midwest,86.4,R,R
0,C,71.0,175.0,7.82,78.0,2.0,South,88.0,R,R
0,C,72.0,165.0,7.12,79.0,2.0,West,96.8,R,L
0,C,73.0,188.0,7.47,71.0,2.2,South,86.0,R,R
1,C,74.0,195.0,7.29,80.0,2.0,South,98.9,R,L
1,C,70.0,180.0,7.21,72.0,2.0,Northeast,89.9,R,R
0,C,69.0,155.0,7.46,75.0,2.1,Midwest,82.0,R,S
1,C,71.0,187.0,7.12,81.0,2.1,South,85.0,R,R
0,C,72.0,170.0,7.01,70.0,2.4,Midwest,82.2,R,R
0,C,74.0,215.0,8.0,70.0,2.1,Northeast,86.1,R,R
0,C,69.0,170.0,7.7,72.0,2.0,South,85.8,R,R
1,C,74.0,180.0,7.03,82.0,2.0,Midwest,89.4,R,R
0,C,71.0,170.0,7.35,72.0,2.0,West,83.7,R,R
0,C,73.0,205.0,7.81,74.0,2.2,South,84.6,R,R
0,C,68.0,200.0,8.02,71.0,2.1,South,88.8,R,R
1,C,73.0,180.0,7.92,77.0,1.9,South,83.0,R,R
0,C,72.0,195.0,7.137339115142822,74.0,2.0,Midwest,89.7,R,R
0,C,72.0,190.0,6.77,76.0,2.0,South,95.0,R,R
0,C,73.0,170.0,7.8,74.0,2.4,Midwest,86.1,R,S
0,C,69.0,180.0,6.83,84.0,1.9,Midwest,99.0,R,R
1,C,71.0,190.0,7.503847599029541,75.0,2.0,West,91.0,R,R
0,C,74.0,208.0,7.28,70.0,2.1,Midwest,94.3,R,R
0,C,70.0,175.0,7.23,76.0,2.0,Midwest,97.0,R,R
1,C,74.0,205.0,7.17,74.0,2.2,South,89.0,R,R
0,C,72.0,180.0,7.36,73.0,2.1,South,88.0,R,R
1,C,74.0,185.0,7.3,78.0,2.1,South,91.3,R,R
1,C,71.0,209.0,7.15,81.0,1.9,South,102.8,R,R
0,C,72.0,185.0,7.1,75.0,2.1,South,85.0,R,R
0,C,68.0,158.0,7.97,70.0,2.2,Northeast,75.0,R,R
0,C,74.0,185.0,6.89,71.0,2.2,Midwest,93.1,R,R
1,C,74.0,170.0,7.45,75.0,2.1,West,93.4219970703125,R,R
0,C,74.0,190.0,8.18,77.0,2.1,South,93.2,R,R
1,C,76.0,215.0,7.35,81.0,2.0,Midwest,99.2,R,S
0,C,72.0,185.0,7.77,74.0,2.1,South,91.9,R,R
1,C,69.0,196.0,7.43,76.0,2.0,South,97.1,R,R
0,C,70.0,140.0,7.78,69.0,2.5,Midwest,78.0,R,R
0,C,68.0,190.0,7.15,78.0,1.9,Midwest,89.9,R,R
0,C,70.0,175.0,6.94,70.0,2.1,Northeast,82.0,R,R
0,C,70.0,170.0,7.33,76.0,2.0,Midwest,92.6,R,R
0,C,70.0,180.0,7.3,78.0,1.9,South,84.1,R,R
1,C,71.0,205.0,7.39,74.0,2.1,South,95.2,R,R
0,C,71.0,190.0,7.28,80.0,2.0,Midwest,96.8,R,R
0,C,71.0,140.0,7.65,72.0,2.1,West,84.4,R,R
0,C,73.0,185.0,7.31,81.0,1.9,South,96.2,R,R
1,C,73.0,185.0,7.216116905212402,79.0,2.1,South,88.0,R,R
0,C,68.0,145.0,8.72,66.0,2.5,Northeast,80.6,R,L
1,C,73.0,215.0,7.61,75.0,2.0,South,94.2,R,L
0,C,72.0,165.0,7.07,78.0,2.0,South,88.6,R,R
0,C,69.0,185.0,7.48,75.0,2.1,West,94.0,R,R
0,C,70.0,220.0,7.95,73.0,2.1,South,94.4,R,R
1,C,70.0,190.0,7.34,80.0,2.0,South,100.0,R,S
0,C,69.0,195.0,7.76,77.0,2.0,South,90.8,R,R
1,C,74.0,205.0,7.18,76.0,1.9,South,95.4,R,R
0,C,73.0,160.0,7.36,76.0,2.2,Midwest,81.0,R,R
0,C,72.0,160.0,8.02,70.0,2.2,Northeast,75.9,R,R
0,C,72.0,200.0,7.46,76.0,1.9,Midwest,95.1,R,R
0,C,74.0,210.0,6.72,80.0,1.9,West,98.1,R,R
0,C,73.0,202.0,7.77,68.0,2.1,West,94.6,R,R
1,C,72.0,205.0,8.27,76.0,2.1,Northeast,85.1,R,R
0,C,72.0,200.0,7.18,75.0,2.0,Northeast,97.3,R,R
0,C,68.0,165.0,7.68,70.0,2.2,Midwest,89.1,R,R
1,C,70.0,185.0,7.35,77.0,1.9,Northeast,92.2,R,R
0,C,71.0,210.0,7.8,72.0,2.2,Northeast,93.3,R,R
0,C,72.0,210.0,7.9,69.0,2.1,Northeast,89.7,R,R
0,C,71.0,170.0,7.74,70.0,2.2,Northeast,85.1,R,R
0,C,72.0,180.0,7.49,73.0,2.3,Midwest,85.0,R,R
1,C,70.0,165.0,7.15,80.0,2.0,Northeast,85.0,R,R
0,C,71.0,210.0,8.28,69.0,2.3,South,86.0,R,R
1,C,75.0,230.0,7.75,78.0,2.2,South,84.2,R,R
0,C,72.0,180.0,6.82,77.0,2.1,South,98.1,R,R
0,C,67.0,150.0,7.3,73.0,2.1,South,85.2,R,R
1,C,77.0,220.0,6.91,75.0,2.0,South,96.8,R,R
0,C,71.0,165.0,7.67,66.0,2.3,Midwest,82.0,R,R
0,C,70.0,200.0,7.24,79.0,2.0,South,94.9,R,R
0,C,72.0,180.0,7.64,74.0,2.1,Midwest,87.5,R,R
0,C,69.0,170.0,7.25,72.0,2.1,West,94.8,R,R
0,C,69.0,155.0,7.25,75.0,2.1,South,87.2,R,R
1,C,75.0,210.0,7.88,80.0,2.1,South,97.6,R,L
0,C,70.0,165.0,7.11,73.0,2.0,South,90.0,R,L
1,C,72.0,195.0,7.4,76.0,1.9,West,93.6,R,R
0,C,70.0,175.0,6.91,81.0,2.0,Midwest,99.4,R,R
0,C,70.0,180.0,7.3,71.0,2.1,Northeast,87.4,R,R
0,C,72.0,205.0,6.91,79.0,1.9,Midwest,94.2,R,R
0,C,71.0,180.0,7.48,72.0,2.2,South,79.0,R,R
0,C,67.0,165.0,7.18,73.0,2.1,South,86.8,R,S
0,C,70.0,185.0,7.36,72.0,2.1,Northeast,94.9,R,R
0,C,69.0,165.0,6.84,74.0,2.1,South,84.5,R,L
0,C,73.0,160.0,7.06,80.0,2.0,Northeast,92.1,R,R
0,C,71.0,190.0,7.45,64.0,2.4,Midwest,96.6,R,R
0,C,67.0,170.0,7.51,71.0,2.1,Midwest,90.7,R,R
0,C,75.0,196.0,7.48,74.0,2.1,South,95.0,R,R
1,C,72.0,190.0,7.02,80.0,2.0,Midwest,92.5,R,R
0,C,73.0,200.0,7.76,77.0,2.1,Midwest,87.4,R,R
0,C,76.0,195.0,7.37,79.0,2.0,South,95.6,R,R
0,C,70.0,185.0,7.5,79.0,2.0,West,93.7,R,R
0,C,74.0,210.0,7.2,77.0,2.0,Midwest,87.0,R,R
0,C,70.0,155.0,7.44,67.0,2.1,South,85.0,R,R
0,C,72.0,180.0,7.44341230392456,69.0,2.1,Midwest,82.7,R,L
1,C,73.0,185.0,7.41,78.0,2.0,South,89.0,R,R
1,C,71.0,205.0,7.23,76.0,2.0,Northeast,90.0,R,R
0,C,72.0,200.0,7.62,73.0,2.0,Midwest,97.1,R,R
0,C,74.0,185.0,7.5,72.0,2.1,West,96.1,R,L
1,C,69.0,168.0,6.91,86.0,1.9,South,96.5,R,R
0,C,72.0,175.0,7.08,70.0,2.3,Midwest,85.4,R,R
0,C,72.0,182.0,7.04,74.0,2.0,South,100.4,R,R
1,C,72.0,180.0,7.51,74.0,2.0,South,83.0,R,R
1,C,73.0,200.0,7.09,80.0,2.0,Northeast,98.9,R,R
0,C,75.0,215.0,7.76,74.0,2.1,West,95.8,R,R
1,C,70.0,180.0,7.2,80.0,2.0,West,93.9,R,L
0,C,74.0,180.0,7.35,75.0,2.1,Midwest,88.5,R,R
0,C,71.0,180.0,7.28,80.0,2.0,Midwest,93.7,R,R
0,C,70.0,175.0,7.42,71.0,2.2,Northeast,89.4,R,R
1,C,70.0,193.0,7.41,80.0,2.0,South,98.5,R,R
0,C,72.0,151.0,7.6,71.0,1.9,Midwest,90.9,R,R
0,C,72.0,160.0,7.99,72.0,2.0,West,85.6,R,R
0,C,72.0,185.0,7.15,78.0,2.1,Midwest,87.0,R,R
1,C,69.0,181.0,7.49,76.0,2.0,South,93.9,R,L
0,C,74.0,200.0,7.75,81.0,2.0,South,89.9,R,R
0,C,70.0,195.0,7.16,77.0,2.0,Midwest,96.0,R,R
0,C,71.0,180.0,6.97,82.0,1.9,South,97.4,R,R
0,C,68.0,148.0,7.203658580780029,70.0,2.1,Northeast,80.6,R,R
0,C,73.0,190.0,6.71,80.0,2.0,Midwest,97.6,R,R
0,C,70.0,185.0,7.13,76.0,2.1,Midwest,89.2,L,R
0,C,66.0,168.0,7.65,74.0,2.0,South,95.1,R,R
1,C,74.0,185.0,7.3,78.0,2.0,South,93.3,R,R
0,C,70.0,173.9,6.96,72.0,2.2,South,93.0,R,R
0,C,72.0,185.0,7.74,76.0,2.0,Northeast,88.0,R,L
0,C,74.0,190.0,7.33,74.0,2.1,West,95.0,R,R
0,C,72.0,185.0,7.3,74.0,2.2,Midwest,93.8,R,S
0,C,70.0,201.0,7.52,76.0,2.0,South,91.3,R,R
1,C,71.0,181.2,7.3,81.0,1.9,Northeast,92.1,R,R
1,C,76.0,237.0,7.38,82.0,2.0,Midwest,103.0,R,S
0,C,69.0,145.0,7.3,70.0,2.4,Midwest,80.0,R,R
0,C,70.0,160.0,7.4,78.0,1.9,Northeast,87.9,R,L
0,C,72.0,205.0,7.45,75.0,2.1,West,95.9,R,R
0,C,71.0,178.0,7.28,72.0,2.2,Northeast,89.3,R,R
0,C,67.0,170.0,7.55,74.0,2.1,Midwest,86.8,R,R
0,C,71.0,240.0,8.06,70.0,2.2,Northeast,86.2,R,R
1,C,73.0,170.0,7.06,76.0,2.1,West,96.7,R,L
0,C,70.0,155.0,7.2,75.0,2.1,Midwest,89.4,R,R
0,C,69.0,165.0,7.75,68.0,2.6,Midwest,85.0,R,R
1,C,74.0,185.0,7.2,81.0,2.2,Midwest,87.0,R,R
1,C,71.0,180.0,6.85,82.0,2.1,Northeast,91.5,R,R
1,C,69.0,183.6,7.35,80.0,1.9,Northeast,96.5,R,R
0,C,74.0,200.0,7.08,79.0,2.1,Midwest,95.5,R,R
0,C,69.0,185.0,7.61,76.0,2.0,South,95.1,R,R
0,C,74.0,175.0,7.65,74.0,2.1,Midwest,81.0,R,L
0,C,71.0,210.0,6.86,80.0,2.0,Midwest,99.6,R,R
1,C,68.0,175.0,7.1,75.0,2.0,West,98.9,R,L
0,C,72.0,190.0,7.69,75.0,2.3,South,92.2,R,R
0,C,71.0,195.0,7.24,79.0,2.0,South,98.3,R,R
1,C,71.0,160.0,7.4,77.0,2.1,Northeast,77.2,R,R
0,C,75.0,210.0,8.0,80.0,2.0,Northeast,79.6,R,L
0,C,73.0,185.0,6.51,78.0,2.0,West,95.1,R,R
0,C,69.0,165.0,7.09,70.0,2.3,West,85.7,R,R
0,C,70.0,196.0,6.99,78.0,2.0,Northeast,94.7,R,R
1,C,72.0,195.0,7.42,80.0,2.0,Northeast,88.9,R,R
0,C,71.0,205.0,7.51,78.0,2.0,South,91.6,R,R
0,C,70.0,195.0,7.43,79.0,2.0,Northeast,98.6,R,R
0,C,71.0,177.3,7.3,81.0,2.0,South,99.4,R,R
1,C,67.0,159.0,7.17,75.0,2.1,Midwest,90.9,R,R
1,C,71.0,200.0,7.4,85.0,1.9,Midwest,93.7,R,R
1,C,75.0,186.1,7.52,81.0,2.0,West,100.2,R,R
0,C,71.0,180.0,7.4,77.0,2.0,Midwest,96.0,R,L
1,C,74.0,195.0,7.44,78.0,1.9,Midwest,95.0,R,L
1,C,74.0,193.0,6.9,80.0,2.0,Northeast,96.1,R,L
0,C,73.0,225.0,7.96,71.0,2.0,Northeast,88.5,R,R
1,C,69.0,180.0,7.42,78.0,2.0,South,90.0,R,R
0,C,71.0,180.0,7.72,73.0,2.1,South,84.8,R,R
0,C,71.0,200.0,7.49,79.0,2.0,Midwest,96.6,R,R
0,C,70.0,195.0,7.85,74.0,2.1,South,83.8,R,R
1,C,74.0,205.0,7.47,80.0,2.0,South,96.9,R,R
0,C,72.0,195.0,7.82,68.0,2.1,Northeast,88.8,R,L
0,C,71.0,180.0,7.36,73.0,2.1,Northeast,90.8,R,R
0,C,68.0,160.0,6.96,80.0,2.0,Midwest,84.0,R,R
0,C,68.0,190.0,7.4,71.0,2.0,Midwest,93.0,R,R
1,C,73.0,210.0,7.69,79.0,2.0,Midwest,95.3,R,L
1,C,71.0,195.0,7.5,75.0,2.0,South,96.4,R,L
0,C,73.0,185.0,7.46640157699585,78.0,2.2,Midwest,92.0,R,R
1,C,73.0,205.0,6.62,82.0,2.0,South,100.2,R,R
0,C,72.0,190.0,7.1,73.0,2.0,South,100.8,R,L
0,C,75.0,200.0,7.6,75.0,2.0,South,94.7,R,R
0,C,73.0,170.0,7.45,74.0,2.1,South,87.6,R,R
1,C,72.0,185.9,6.57,80.0,1.9,South,103.7,R,R
0,C,69.0,160.0,7.02,69.0,2.1,South,92.9,R,L
0,C,67.0,177.0,7.72,74.0,2.0,Northeast,90.9,R,R
1,C,72.0,200.0,7.23,76.0,2.0,Midwest,89.0,R,R
0,C,72.0,165.0,7.46,75.0,2.1,South,89.6,R,R
1,C,72.0,180.0,6.85,79.0,2.0,South,91.0,R,R
1,C,71.0,170.0,6.9,80.0,1.9,South,99.8,R,R
0,C,73.0,215.0,7.57,70.0,2.1,Midwest,91.6,R,R
0,C,74.0,215.0,7.46,76.0,2.1,Midwest,96.8,R,L
1,C,68.0,162.0,7.31,67.0,2.1,Northeast,87.4,R,R
0,C,67.0,170.0,7.2,75.0,2.0,West,88.1,R,R
0,C,70.0,170.0,7.395798206329346,81.0,2.0,South,88.7,R,R
1,C,68.0,185.0,8.1,68.0,2.1,South,91.17739868164062,R,S
0,C,68.0,180.0,7.58,76.0,2.1,South,82.5,R,R
0,C,66.0,188.5,8.02,71.0,2.1,Northeast,85.7,R,R
0,C,67.0,150.0,7.69,71.0,2.3,Northeast,86.2,R,R
1,C,71.0,175.0,7.19,74.0,2.1,South,92.0,R,L
0,C,74.0,205.0,8.0,70.0,2.1,West,98.1,R,R
1,C,72.0,210.0,7.55,79.0,2.0,South,96.0,R,R
1,C,71.0,185.0,7.12,80.0,2.0,South,99.4,R,R
0,C,70.0,183.9,7.16,84.0,1.9,South,93.1,R,R
1,C,75.0,200.0,8.04,73.0,2.0,South,88.0,R,R
0,C,72.0,200.0,6.76,83.0,1.9,South,102.0,R,R
0,C,72.0,210.0,7.09,80.0,1.9,Northeast,95.2,R,R
1,C,71.0,195.0,7.25,76.0,2.0,South,92.0,R,R
0,C,70.0,205.0,8.15,73.0,2.0,Midwest,88.0,R,R
0,C,70.0,180.0,7.611755847930908,75.0,1.9,Northeast,81.1,R,R
0,C,73.0,170.0,7.07,76.0,1.9,Northeast,85.4,R,R
1,C,72.0,180.0,7.59,79.0,2.0,South,97.8,R,R
0,C,70.0,195.0,7.07,80.0,2.0,Northeast,94.6,R,R
0,C,69.0,185.0,7.26,77.0,2.0,Midwest,92.0,R,R
1,C,75.0,188.0,7.19,78.0,2.0,Midwest,96.4,R,R
1,C,71.0,190.0,7.46,78.0,2.0,Midwest,93.6,R,L
1,C,72.0,190.0,7.32,78.0,1.9,South,89.0,R,R
0,C,73.0,215.0,7.45,76.0,2.2,Midwest,96.0,R,L
0,C,68.0,233.7,7.61,78.0,2.0,Midwest,96.9,R,R
0,C,73.0,194.0,7.36,74.0,2.1,Midwest,96.4,R,R
0,C,74.0,224.2,7.65,77.0,2.0,Midwest,94.9,R,S
0,C,72.0,175.0,7.31,71.0,2.0,West,95.6,R,R
0,C,71.0,165.0,7.48,74.0,2.1,South,89.0,R,R
0,C,75.0,196.0,7.39,79.0,1.9,South,93.6,R,R
1,C,75.0,205.0,7.52,68.0,2.2,South,80.0,R,R
0,C,69.0,185.0,7.35,73.0,2.0,South,87.0,R,L
1,C,72.0,205.0,7.26,82.0,1.9,Northeast,97.6,R,R
0,C,69.0,175.0,7.681166648864746,73.0,2.0,Midwest,87.2,R,R
0,C,72.0,172.0,7.01,76.0,2.1,West,94.0,R,R
0,C,72.0,170.0,8.08,71.0,2.0,Northeast,88.0,R,L
0,C,70.0,205.0,8.36,68.0,2.3,South,85.4,R,R
0,C,71.0,215.0,6.97,79.0,1.9,South,99.4,R,R
0,C,75.0,185.0,7.3,76.0,1.9,South,91.2,R,R
0,C,72.0,190.0,7.57,73.0,2.1,Northeast,89.9,R,R
0,C,66.0,165.0,7.35,71.0,2.2,Northeast,87.0,R,R
0,C,67.0,160.0,7.66,72.0,2.1,South,87.1,R,R
0,C,69.0,180.0,7.88,74.0,2.1,Northeast,86.3,R,R
1,C,72.0,185.0,7.62,77.0,2.1,West,91.2,R,R
0,C,70.0,175.0,7.44,78.0,2.0,Midwest,91.8,R,R
0,C,72.0,205.0,7.19,81.0,2.0,West,100.4,R,R
1,C,72.0,193.0,7.46,79.0,1.9,Midwest,96.5,R,R
0,C,70.0,165.0,7.36,76.0,2.0,West,83.3,R,R
0,C,70.0,177.0,7.21,76.0,2.0,South,90.7,R,R
1,C,74.0,210.0,7.26,74.0,2.1,West,96.7,R,L
0,C,73.0,165.0,7.08,79.0,2.0,Northeast,90.9,R,R
0,C,75.0,187.6,7.25,77.0,2.0,South,92.1,R,L
0,C,72.0,220.0,7.25,79.0,2.1,Midwest,97.6,R,R
0,C,72.0,195.0,7.07,76.0,2.0,West,95.9,R,R
0,C,74.0,215.0,7.7,73.0,2.0,South,93.8,R,R
0,C,74.0,185.0,7.01,80.0,2.0,West,96.8,R,R
