p4_or_not,primary_position,height,weight,sixty_time,of_velo,player_region,exit_velo_max,throwing_hand,hitting_handedness
0,OF,71.0,165.0,6.82,83.0,Midwest,94.4,R,R
0,OF,68.0,160.0,6.97,88.0,South,97.3,R,R
1,OF,75.0,205.0,6.72,84.0,Midwest,103.9,R,L
1,OF,74.0,200.0,6.54,93.0,Midwest,101.0,R,R
1,OF,71.0,175.0,7.182498931884766,,West,94.5290756225586,R,R
0,OF,72.0,180.0,6.68,89.0,South,95.0,R,R
0,OF,71.0,165.0,6.7,83.0,Northeast,94.2,R,R
0,OF,71.0,193.0,6.75,76.0,South,96.4,R,R
1,OF,69.0,165.0,6.9812726974487305,,South,92.82251739501952,R,L
0,OF,69.0,165.0,6.79,79.0,South,91.8,R,R
1,OF,69.0,185.0,6.71,,West,103.9,R,R
1,OF,70.0,165.0,6.8,83.0,South,84.0,R,R
0,OF,70.0,170.0,7.123316287994385,,South,91.42572021484376,L,L
0,OF,72.0,167.0,6.39,85.0,Northeast,91.6,R,R
0,OF,75.0,195.0,7.09,86.0,Midwest,84.0,R,R
0,OF,73.0,185.0,7.06549596786499,,South,95.8,R,R
1,OF,71.0,185.0,6.8,86.0,Midwest,100.4,R,L
0,OF,72.0,180.0,6.92,92.0,South,94.0,R,R
0,OF,73.0,210.0,6.64,89.0,South,96.0,L,L
0,OF,75.0,195.0,8.505341529846191,,South,92.33697509765624,R,R
0,OF,68.0,160.0,7.159034729003906,,South,95.8404541015625,R,S
0,OF,72.0,175.0,6.77,86.0,South,93.5,R,R
0,OF,75.0,185.0,7.01,,South,89.6,R,R
0,OF,70.0,165.0,7.25,90.0,West,89.9,R,R
0,OF,68.0,180.0,6.97,78.0,Midwest,92.3,R,R
0,OF,71.0,160.0,6.86,90.0,West,94.8,R,R
0,OF,76.0,210.0,6.91,89.0,Northeast,99.1,R,L
0,OF,74.0,215.0,7.368908405303955,,Northeast,91.74553680419922,R,R
1,OF,72.0,180.0,6.75,86.0,South,91.1,R,R
0,OF,71.0,180.0,7.311389446258545,,West,92.18647003173828,R,L
0,OF,73.0,195.0,7.730057716369629,,South,90.65792846679688,R,R
0,OF,73.0,175.0,7.14,,South,86.6,R,R
0,OF,73.0,170.0,6.59,,Northeast,89.84527587890625,R,R
0,OF,73.0,190.0,7.27,83.0,West,95.5,R,R
1,OF,70.0,175.0,6.43,88.0,Midwest,101.7,R,R
0,OF,73.0,183.0,7.084733009338379,,Northeast,94.10682678222656,R,R
0,OF,76.0,185.0,6.9,90.0,South,98.0,R,L
0,OF,70.0,160.0,7.366437911987305,74.0,South,79.0,L,L
1,OF,75.0,165.0,7.318042755126953,,South,89.83563232421875,L,L
1,OF,76.0,250.0,6.9,92.0,South,106.5,L,R
1,OF,76.0,205.0,7.346585750579834,,,86.08190155029297,R,R
0,OF,74.0,185.0,6.72,91.0,Northeast,98.8,R,R
1,OF,77.0,205.5,6.88,95.0,South,98.0,R,L
0,OF,69.0,165.0,7.396183013916016,,Northeast,89.67176055908203,L,L
1,OF,74.0,185.0,6.58,86.0,South,101.7,L,L
0,OF,74.0,195.0,7.38,85.0,West,97.6,R,L
0,OF,75.0,200.0,6.58,91.0,Northeast,97.1,R,R
0,OF,74.0,185.0,7.3,83.0,West,98.5,R,R
1,OF,70.0,150.0,7.032393455505371,,West,95.08812713623048,R,R
0,OF,73.0,185.0,7.7129716873168945,,South,85.44143676757812,R,R
1,OF,74.0,185.0,6.43,86.0,West,93.4,R,L
1,OF,70.0,165.0,7.521831512451172,,South,88.68073272705078,R,L
0,OF,77.0,215.0,6.93,82.0,West,100.3,R,R
0,OF,74.0,185.0,6.88,85.0,Midwest,96.0,L,L
0,OF,73.0,185.0,6.62,90.0,South,97.5,R,R
1,OF,69.0,175.0,6.85,83.0,Midwest,93.6,R,R
0,OF,76.0,190.0,7.07,85.0,South,91.7,R,R
0,OF,73.0,188.5,6.97,91.0,Midwest,98.1,R,R
1,OF,71.0,165.0,6.81,90.0,South,91.2,L,L
1,OF,74.0,195.0,6.98,92.0,South,96.4,R,R
1,OF,74.0,205.0,7.11,84.0,Midwest,95.8,L,L
0,OF,76.0,195.0,6.959283351898193,,South,89.1581802368164,R,R
0,OF,70.0,175.0,6.66,89.0,South,94.2,L,R
1,OF,75.0,190.0,6.59,92.0,Midwest,98.4,R,L
0,OF,75.0,170.0,7.37,89.0,Midwest,86.0,R,R
0,OF,77.0,235.0,6.798460006713867,,South,99.63541412353516,R,R
0,OF,70.0,180.0,6.81,82.0,South,92.6,R,R
0,OF,72.0,165.0,7.188289165496826,,Midwest,96.0562515258789,R,L
0,OF,76.0,207.0,7.352854251861572,,South,97.083984375,R,R
0,OF,72.0,180.0,6.99,77.0,Northeast,91.9,L,L
0,OF,75.0,195.0,6.66,86.0,West,104.5,R,R
0,OF,69.0,187.0,7.132993221282959,,South,96.06794738769533,R,R
0,OF,74.0,195.0,6.9,89.0,South,98.8,R,R
0,OF,74.0,175.0,8.1,70.0,West,75.0,R,L
1,OF,70.0,171.5,6.67,94.0,South,98.2,R,R
1,OF,75.0,200.0,7.361052513122559,,South,99.8,R,L
1,OF,73.0,211.0,6.52,92.0,Midwest,107.7,R,R
0,OF,73.0,187.0,7.04,80.0,South,97.4,R,L
0,OF,72.0,215.0,7.14,80.0,West,101.1,R,R
0,OF,76.0,195.0,7.3,84.0,South,89.5,L,L
0,OF,72.0,200.0,6.94,83.0,South,84.5,R,R
0,OF,72.0,172.6,6.8,85.0,West,94.4,L,L
1,OF,70.0,185.0,7.298438549041748,91.0,South,98.2,R,R
1,OF,75.0,175.0,6.987952709197998,,South,93.1201400756836,R,R
0,OF,71.0,185.0,6.9,87.0,Northeast,89.2,R,R
0,OF,77.0,195.0,6.79,80.0,West,94.8,R,L
0,OF,67.0,160.0,6.93,78.0,South,78.0,R,R
0,OF,73.0,179.9,7.12,91.0,West,101.7,R,R
0,OF,68.0,155.0,6.75,85.0,West,94.3,L,L
1,OF,72.0,170.0,6.63,94.0,West,92.7,R,R
1,OF,76.0,184.0,6.62,80.0,South,94.5,R,R
1,OF,74.0,170.0,7.21814489364624,,South,91.72006225585938,R,L
0,OF,70.0,180.0,6.88,91.0,West,98.0,R,R
1,OF,75.0,185.0,7.14,,West,91.5,R,S
1,OF,72.0,165.0,6.85,95.0,Midwest,95.0,R,L
1,OF,74.0,218.0,6.93,87.0,South,101.9,R,R
1,OF,74.0,205.0,6.67,84.0,Midwest,88.1,R,R
1,OF,71.0,180.0,6.93,86.0,South,76.0,R,R
0,OF,72.0,210.0,6.85,91.0,South,105.2,R,R
1,OF,72.0,205.0,7.69,,West,85.0,R,L
1,OF,76.0,195.0,7.018741130828857,,West,95.27847290039062,R,R
0,OF,71.0,155.0,6.64,80.0,Midwest,89.8,R,R
0,OF,71.0,180.0,6.74,87.0,South,96.0,L,L
1,OF,70.0,175.0,6.59,83.0,Midwest,94.3,R,R
0,OF,71.0,187.4,6.84,84.0,Northeast,98.3,R,L
1,OF,72.0,180.0,6.99,78.0,South,91.0,L,R
0,OF,75.0,190.0,6.85,86.0,West,88.0,R,L
0,OF,70.0,170.0,6.59,91.0,South,96.7,R,R
0,OF,70.0,175.0,6.6,87.0,South,97.3,R,R
0,OF,72.0,161.0,6.82,84.0,South,90.5,L,L
0,OF,71.0,170.0,6.77,83.0,Northeast,92.8,L,L
0,OF,76.0,190.0,6.806422233581543,,South,91.67455291748048,R,R
1,OF,71.0,180.0,6.81,83.0,South,94.7,R,R
1,OF,72.0,170.0,7.175938606262207,,South,91.55168151855467,L,R
0,OF,73.0,185.0,6.4,94.0,Midwest,100.0,R,R
0,OF,73.0,180.0,7.099299907684326,83.0,Northeast,90.6,R,R
1,OF,68.0,177.5,6.88,87.0,Midwest,92.7,R,R
0,OF,72.0,220.3,7.36,89.0,Northeast,100.7,R,R
1,OF,73.0,183.0,6.87,90.0,West,101.1,R,R
0,OF,70.0,198.0,6.316352844238281,,South,92.2182846069336,R,R
0,OF,69.0,165.0,7.090635776519775,88.0,West,88.7,L,L
0,OF,69.0,165.0,6.88,82.0,South,93.0,R,R
0,OF,70.0,187.0,6.87,88.0,South,96.9,R,R
0,OF,73.0,175.0,6.88,86.0,Northeast,97.6,R,R
1,OF,73.0,175.0,6.77,93.0,South,96.3,R,L
0,OF,72.0,186.0,6.84,86.0,South,97.1,L,L
1,OF,73.0,175.0,7.489328861236572,,South,77.1611099243164,R,L
0,OF,72.0,175.0,7.18,83.0,South,91.0,L,L
1,OF,76.0,205.0,7.093578338623047,,South,89.74700164794922,R,R
0,OF,74.0,185.0,6.68,91.0,South,96.8,R,R
0,OF,74.0,180.0,7.32,81.0,South,91.7,R,R
0,OF,72.0,185.0,6.86,86.0,South,88.0,R,R
0,OF,73.0,182.0,7.1586103439331055,,South,90.90579223632812,R,R
1,OF,71.0,165.0,6.6,85.0,South,99.9,R,R
0,OF,71.0,165.0,7.75,79.0,West,88.4,L,L
1,OF,78.0,220.0,7.192005634307861,,West,98.99962615966795,R,R
0,OF,72.0,185.0,7.28,86.0,South,89.8,L,L
0,OF,73.0,202.0,6.59,86.0,South,99.4,R,R
1,OF,73.0,180.0,7.23,77.0,South,83.4,R,L
0,OF,70.0,172.0,7.09,89.0,South,91.9,L,L
0,OF,72.0,185.0,7.17,80.0,Midwest,94.0,L,L
0,OF,70.0,168.0,6.35,86.0,South,92.9,L,S
0,OF,75.0,205.0,6.72,88.0,South,98.8,L,L
0,OF,68.0,175.0,7.11,81.0,West,91.0,L,L
0,OF,72.0,165.0,6.26,94.0,South,96.3,R,R
1,OF,72.0,190.0,6.865725994110107,,South,103.0,R,R
0,OF,73.0,183.0,6.57,83.0,South,96.3,R,R
1,OF,70.0,185.0,6.53,94.0,Midwest,105.3,L,L
0,OF,71.0,175.0,6.9,88.0,South,91.4,R,R
1,OF,74.0,232.0,6.84,91.0,Midwest,96.8,L,L
0,OF,70.0,190.0,6.9,81.0,Northeast,90.0,R,R
0,OF,74.0,200.0,6.74,85.0,Northeast,98.3,R,R
0,OF,71.0,175.0,6.83,89.0,South,92.7,R,R
0,OF,71.0,180.0,7.392327785491943,84.0,Northeast,90.8,L,L
0,OF,70.0,160.0,6.59,84.0,South,93.5,R,R
0,OF,71.0,162.9,6.76,86.0,Northeast,93.5,L,L
1,OF,73.0,160.0,7.6834845542907715,,South,84.76069641113281,L,L
1,OF,72.0,182.0,7.062002182006836,83.0,South,90.2,L,L
0,OF,70.0,165.0,7.15,73.0,Northeast,88.7,R,R
0,OF,75.0,195.0,7.33,83.0,West,88.0,R,L
0,OF,72.0,200.0,7.49,88.0,Midwest,93.9,R,R
0,OF,68.0,135.0,7.32,75.0,Midwest,74.0,L,L
0,OF,75.0,215.0,6.74,81.0,West,99.5,R,R
0,OF,70.0,160.0,6.6,86.0,Northeast,84.6,R,L
0,OF,76.0,205.0,7.08,86.0,Midwest,94.4,R,R
0,OF,71.0,170.0,6.56,90.0,Midwest,96.3,R,R
1,OF,70.0,195.0,7.27,81.0,Northeast,92.5,R,L
1,OF,74.0,180.0,7.036181926727295,,South,92.99905395507812,R,R
0,OF,69.0,140.0,6.91492223739624,,South,100.23880004882812,L,L
0,OF,73.0,205.0,7.36,85.0,Midwest,93.0,R,L
0,OF,72.0,175.0,7.02,80.0,Northeast,88.9,R,R
1,OF,72.0,180.0,7.016103744506836,,South,93.10150909423828,L,L
1,OF,72.0,198.0,6.69,86.0,South,97.5,L,L
0,OF,73.0,185.0,6.84,83.0,Northeast,99.7,L,L
0,OF,69.0,165.0,7.001717567443848,,South,96.55237579345705,R,R
0,OF,74.0,195.0,7.21,85.0,South,94.3,R,R
0,OF,72.0,170.0,7.0,83.0,South,95.0,L,L
0,OF,69.0,155.0,7.212862968444824,,West,93.77247619628906,L,L
0,OF,75.0,188.0,6.88,90.0,Midwest,93.0,R,R
0,OF,70.0,150.0,7.052472114562988,,Midwest,95.53123474121094,R,L
0,OF,72.0,190.0,7.46,77.0,West,92.0,L,L
0,OF,74.0,180.0,6.53,91.0,West,101.7,L,L
1,OF,71.0,200.0,6.99,86.0,Northeast,99.4,R,R
1,OF,73.0,180.0,7.6,70.0,West,89.6,R,R
0,OF,70.0,160.0,6.95,,Northeast,87.0,R,R
0,OF,73.0,180.0,7.322004795074463,,West,89.40165710449219,L,L
0,OF,75.0,181.0,6.69,84.0,South,87.1,R,R
0,OF,73.0,165.0,7.36,,South,89.3,R,R
1,OF,72.0,180.0,7.0,78.0,South,90.9,L,L
0,OF,69.0,150.0,7.63,82.0,South,82.0,L,L
0,OF,70.0,170.0,7.000857353210449,,South,93.11233520507812,R,R
0,OF,70.0,175.0,6.54,90.0,Northeast,95.9,R,R
0,OF,70.0,185.0,6.94,90.0,South,94.3,R,R
0,OF,67.0,150.0,7.489426136016846,,West,87.05066680908203,R,R
0,OF,71.0,177.0,7.11,87.0,West,97.9,L,L
0,OF,72.0,155.0,7.15,83.0,South,93.5,L,L
0,OF,72.0,185.0,6.94,80.0,South,93.6,R,R
0,OF,70.0,180.0,6.91,96.0,Midwest,97.6,R,R
0,OF,71.0,165.0,6.68,86.0,South,94.5,L,L
0,OF,72.0,165.0,7.58,,Northeast,84.0,L,L
0,OF,71.0,170.0,7.46,80.0,West,90.0,L,L
1,OF,74.0,180.0,6.736086368560791,,West,95.42694854736328,R,R
0,OF,70.0,185.0,6.86,89.0,Northeast,92.0,R,R
0,OF,72.0,204.4,7.0,89.0,South,96.2,R,R
1,OF,75.0,220.0,6.95,81.0,South,105.3,R,R
0,OF,71.0,175.0,6.92,84.0,Midwest,94.4,L,L
1,OF,68.0,150.0,7.070050239562988,,Midwest,86.44483184814453,R,R
0,OF,74.0,205.0,6.72,82.0,Northeast,93.9,R,R
1,OF,70.0,172.0,6.71,75.0,Midwest,85.0,R,R
0,OF,75.0,203.0,7.08458948135376,,South,98.36458587646484,L,L
0,OF,74.0,205.0,7.19,78.0,Northeast,92.8,L,L
0,OF,72.0,180.0,6.45,94.0,South,98.1,R,R
1,OF,75.0,195.0,6.9,92.0,South,101.0,R,R
0,OF,71.0,165.0,6.98660945892334,,Northeast,97.39148712158205,R,R
0,OF,73.0,167.0,7.33,75.0,West,85.0,R,L
0,OF,70.0,189.0,6.65,92.0,Midwest,100.5,R,R
0,OF,71.0,186.0,6.91,93.0,Midwest,101.7,L,L
0,OF,70.0,177.0,6.63,93.0,South,98.9,R,R
0,OF,74.0,195.0,6.92,85.0,South,96.1,R,R
0,OF,71.0,185.0,6.87,,Northeast,83.0,R,R
0,OF,74.0,205.0,6.92,89.0,South,94.9,R,R
1,OF,72.0,190.0,7.1042327880859375,,West,89.75677490234375,L,L
0,OF,71.0,175.0,6.45,87.0,Midwest,88.0,R,R
0,OF,70.0,160.0,6.82,69.0,Northeast,88.8,R,L
0,OF,71.0,185.0,6.67,81.0,South,89.8,R,R
0,OF,73.0,180.0,6.94,92.0,Midwest,92.0,R,R
0,OF,72.0,165.0,6.84,81.0,West,95.7,R,R
0,OF,75.0,220.0,6.83,95.0,South,96.0,R,R
1,OF,78.0,220.0,6.83,91.0,Midwest,98.0,L,R
0,OF,72.0,190.0,7.4,65.0,South,90.9,R,R
0,OF,69.0,180.0,6.62,85.0,Midwest,96.9,L,L
0,OF,70.0,156.0,7.31,80.0,Northeast,85.8,R,L
0,OF,70.0,175.0,7.0,80.0,Northeast,90.7,L,R
0,OF,74.0,175.0,6.72,83.0,West,72.0,R,R
1,OF,70.0,170.0,7.43,84.0,South,92.7,R,R
0,OF,71.0,185.0,6.86,89.0,South,103.0,R,R
0,OF,70.0,190.0,6.93,88.0,South,96.4,R,R
0,OF,72.0,160.0,6.5,84.0,Northeast,97.0,R,R
0,OF,73.0,180.0,6.47,87.0,South,92.4,R,R
0,OF,72.0,175.0,6.859855651855469,,Midwest,91.84571075439452,L,L
1,OF,73.0,205.0,7.16,,South,93.0,R,R
1,OF,74.0,190.0,7.145904541015625,,South,89.14923858642578,R,R
0,OF,68.0,145.0,6.56,86.0,South,89.0,R,L
0,OF,73.0,185.0,7.134037494659424,,West,90.8846664428711,R,R
1,OF,72.0,160.0,6.93,90.0,West,93.6904525756836,R,L
0,OF,70.0,190.0,7.47,79.0,South,99.1,R,R
0,OF,70.0,170.0,7.107395648956299,,South,96.41117095947266,R,L
1,OF,72.0,192.7,6.3,95.0,Northeast,106.6,R,R
1,OF,77.0,195.0,6.77,,South,93.98993682861328,L,L
1,OF,71.0,160.0,7.45,77.0,Midwest,85.4,L,L
0,OF,72.0,175.0,7.11,90.0,Midwest,92.0,R,R
1,OF,68.0,145.0,7.301900863647461,,West,92.45133209228516,R,R
0,OF,72.0,175.0,7.08,82.0,Northeast,82.0,R,R
1,OF,72.0,166.0,7.07,,South,99.1,R,L
0,OF,75.0,215.0,6.87,83.0,Midwest,100.3,R,R
0,OF,70.0,170.0,7.2685866355896,82.0,South,84.0,L,L
0,OF,69.0,186.0,6.97,87.0,South,98.1,R,R
0,OF,76.0,181.0,6.9,89.0,Midwest,95.1,R,R
0,OF,72.0,185.0,6.7,81.0,South,97.3,R,R
1,OF,73.0,201.0,6.61,93.0,South,106.2,R,R
1,OF,71.0,185.0,6.913666725158691,,South,94.4814682006836,R,R
0,OF,70.0,175.0,7.74,80.0,South,91.4,R,R
1,OF,71.0,185.0,7.01,90.0,Northeast,89.6,R,R
0,OF,71.0,168.0,6.7,81.0,South,88.3,L,L
0,OF,72.0,190.0,7.38,,South,93.3,R,R
0,OF,69.0,150.0,6.8,92.0,South,68.0,R,S
0,OF,72.0,195.0,7.591090202331543,,South,90.29058074951172,R,R
0,OF,73.0,210.0,7.54,87.0,Northeast,97.4,R,R
1,OF,73.0,205.0,6.78,,South,102.0,R,S
0,OF,73.0,190.0,7.05,83.0,Northeast,90.0,R,R
0,OF,73.0,193.3,7.17,84.0,Northeast,94.7,R,L
0,OF,74.0,165.0,6.72,87.0,Midwest,92.8,R,L
0,OF,68.0,170.0,7.12,85.0,South,90.6,L,L
0,OF,73.0,165.0,7.493635654449463,,South,84.0210952758789,R,R
0,OF,73.0,195.0,7.362156391143799,,Northeast,87.3,R,L
0,OF,75.0,205.0,7.7,84.0,West,102.4,R,R
0,OF,68.0,165.0,6.66,94.0,Northeast,94.7,L,L
1,OF,72.0,170.0,7.27,67.0,South,91.7,R,R
0,OF,72.0,175.0,6.81,82.0,Midwest,91.9,L,L
0,OF,75.0,195.0,6.4,94.0,Midwest,100.5,R,R
0,OF,71.0,195.0,7.31,82.0,South,95.0,L,L
0,OF,77.0,200.0,6.910796165466309,,West,99.7073211669922,R,R
0,OF,74.0,180.0,6.53,85.0,Northeast,102.5,R,R
0,OF,72.0,186.3,6.98,82.0,South,97.3,L,L
0,OF,73.0,195.0,6.94,89.0,Midwest,99.5,R,L
0,OF,69.0,152.1,6.85,77.0,South,96.4,L,L
0,OF,73.0,190.0,7.656599521636963,,Northeast,92.66456604003906,R,R
0,OF,73.0,180.0,7.06,81.0,Northeast,93.5,R,R
0,OF,72.0,175.0,6.68,89.0,South,93.6,R,R
0,OF,73.0,175.0,6.49,89.0,West,102.4,L,L
0,OF,73.0,185.0,7.12,82.0,South,89.5,L,L
0,OF,73.0,175.0,6.88,83.0,South,89.2,L,L
1,OF,75.0,220.0,7.264877796173096,,South,90.16964721679688,R,R
0,OF,75.0,210.0,6.97,,Northeast,102.2,R,R
0,OF,74.0,177.0,6.973302841186523,,West,96.0289306640625,L,L
1,OF,72.0,195.0,7.16,86.0,South,98.3,R,R
0,OF,70.0,197.0,6.58,88.0,South,101.0,R,R
0,OF,68.0,165.0,7.24,81.0,South,87.5,R,R
0,OF,71.0,160.0,7.502821922302246,,West,82.67835235595703,L,L
0,OF,73.0,210.0,7.221212387084961,,South,90.0,R,R
1,OF,74.0,175.0,6.949093341827393,,South,92.22193145751952,L,L
0,OF,74.0,195.0,6.79,90.0,Midwest,94.5,R,R
1,OF,70.0,165.0,7.06,,West,92.7,L,S
0,OF,72.0,162.0,6.91,88.0,South,89.8,R,R
0,OF,70.0,170.0,7.21,79.0,South,83.9,R,R
0,OF,73.0,207.0,7.107718467712402,,West,88.84854888916016,R,R
1,OF,72.0,180.0,7.0,84.0,Midwest,98.3,R,L
0,OF,71.0,185.0,6.86,88.0,Midwest,95.6,R,R
1,OF,73.0,230.0,7.190056324005127,,South,94.10543823242188,R,R
0,OF,76.0,185.0,7.64,84.0,South,88.6,R,R
1,OF,74.0,190.0,7.051424503326416,88.0,Midwest,93.9,R,L
1,OF,72.0,170.2,6.69,89.0,Northeast,101.0,L,L
0,OF,67.0,135.0,7.90340518951416,,South,81.48795318603516,R,R
0,OF,73.0,190.0,7.48,84.0,Northeast,80.0,R,R
0,OF,72.0,174.0,6.5,91.0,Northeast,96.7,L,L
1,OF,76.0,205.0,6.46,95.0,South,100.9,L,L
0,OF,72.0,185.0,6.95,88.0,Northeast,95.1,R,R
1,OF,68.0,164.0,7.0,88.0,West,99.0,R,R
1,OF,71.0,178.6,6.63,94.0,West,97.6,L,L
0,OF,73.0,190.0,7.06,75.0,Northeast,93.1,L,L
0,OF,70.0,150.0,6.97,84.0,Northeast,89.2,R,L
0,OF,74.0,215.0,6.63,92.0,Midwest,100.0,L,L
1,OF,75.0,200.0,6.44,99.0,Midwest,99.7,R,L
1,OF,73.0,170.0,7.17,79.0,South,80.0,R,R
1,OF,70.0,150.0,7.084824085235596,,South,90.82018280029295,R,R
0,OF,72.0,160.0,6.918722152709961,,South,90.73699188232422,R,L
1,OF,73.0,180.0,6.9308552742004395,,South,95.52294921875,R,R
1,OF,70.0,175.0,7.14,84.0,Midwest,91.5,R,R
1,OF,74.0,205.0,6.58,97.0,Midwest,106.0,R,R
0,OF,75.0,195.0,6.84,81.0,Northeast,97.6,L,L
0,OF,72.0,185.0,6.94,90.0,South,93.7,R,L
0,OF,73.0,205.0,6.45,87.0,South,97.0,R,R
0,OF,74.0,180.0,7.04,79.0,West,92.4,L,L
0,OF,72.0,195.0,7.204721927642822,81.0,South,94.2,R,R
0,OF,74.0,165.0,6.93,83.0,South,82.0,R,R
0,OF,72.0,170.0,7.643424034118652,81.0,Northeast,78.0,R,L
1,OF,68.0,180.0,7.31,80.0,Northeast,90.8,R,R
1,OF,72.0,180.0,6.8,87.0,Northeast,101.5,R,R
1,OF,71.0,175.0,7.220013618469238,,South,95.59636688232422,L,L
0,OF,72.0,190.0,6.92,87.0,Midwest,99.7,R,L
0,OF,73.0,210.5,7.23,85.0,West,101.5,R,R
0,OF,70.0,170.0,8.082376480102539,,South,89.2613296508789,L,L
1,OF,72.0,175.0,7.1616129875183105,,West,93.03694152832033,R,R
0,OF,74.0,170.0,6.86,84.0,South,94.9,R,L
0,OF,73.0,210.0,6.5,85.0,South,100.7,R,R
0,OF,73.0,210.0,7.2,85.0,South,97.7,L,L
0,OF,73.0,166.9,7.24,86.0,West,94.0,L,L
0,OF,71.0,173.0,6.56,84.0,South,91.2,R,L
0,OF,76.0,200.6,7.11,87.0,Northeast,92.9,R,R
0,OF,74.0,185.0,7.1,,Northeast,85.0,R,R
0,OF,74.0,175.0,6.73,87.0,South,94.0,R,L
1,OF,74.0,195.0,6.84,86.0,South,91.9,R,L
0,OF,73.0,190.0,7.324519634246826,,South,86.6296615600586,R,R
0,OF,74.0,200.0,6.91,86.0,Midwest,97.8,L,L
0,OF,73.0,185.0,6.84,81.0,Northeast,92.3,L,L
1,OF,75.0,214.0,6.962325096130371,,Midwest,91.3073272705078,L,L
1,OF,74.0,185.0,6.58,95.0,South,102.8,L,L
0,OF,77.0,178.0,6.82,90.0,South,95.3,R,R
1,OF,71.0,198.2,6.5,90.0,South,100.5,R,R
0,OF,75.0,190.0,6.54,88.0,Midwest,99.1,R,R
0,OF,71.0,180.0,6.98,88.0,Midwest,93.8,R,R
0,OF,72.0,175.0,6.68,87.0,Midwest,90.0,R,R
1,OF,74.0,185.0,7.23,85.0,Midwest,93.4,L,L
0,OF,70.0,185.0,7.09,83.0,South,96.4,L,L
1,OF,71.0,185.0,6.55,94.0,Northeast,94.5,R,R
0,OF,70.0,175.0,6.56,89.0,Midwest,98.9,R,R
0,OF,71.0,190.0,7.18418025970459,,South,85.85799407958984,L,L
0,OF,70.0,165.0,7.34,90.0,South,82.8,R,R
1,OF,73.0,190.0,6.84759521484375,,South,93.37725067138672,L,L
1,OF,75.0,200.0,6.54,93.0,Midwest,99.2,R,L
0,OF,75.0,200.0,7.124772548675537,,South,94.27145385742188,R,R
0,OF,73.0,200.0,6.78,89.0,South,94.5,R,R
1,OF,72.0,170.0,7.044821262359619,,Northeast,86.7627944946289,R,R
1,OF,75.0,190.0,6.72,91.0,South,98.0,R,R
0,OF,69.0,170.0,7.50733470916748,,South,93.87261199951172,R,R
0,OF,74.0,185.0,7.260856151580811,,South,88.36491394042969,R,R
0,OF,72.0,165.0,6.67,85.0,South,84.0,R,R
0,OF,76.0,195.0,7.140130043029785,,South,95.2,R,R
0,OF,73.0,175.0,7.497884750366211,,South,81.56255340576172,R,R
1,OF,70.0,170.0,7.367990970611572,,West,87.527587890625,R,L
0,OF,72.0,170.0,7.58,89.0,West,89.2,R,L
0,OF,73.0,170.0,6.947792053222656,86.0,West,99.09597778320312,L,L
0,OF,71.0,190.0,6.8,88.0,Midwest,96.9,L,S
1,OF,71.0,155.0,7.04878568649292,,South,96.99153137207033,R,R
1,OF,71.0,195.0,6.65,85.0,South,96.7,R,R
0,OF,71.0,170.0,6.88,88.0,West,89.4,R,R
1,OF,74.0,185.0,6.84,89.0,South,102.1,R,R
1,OF,71.0,180.0,7.03821325302124,,South,87.84111022949219,R,R
0,OF,68.0,150.0,7.115902423858643,,South,93.08552551269533,R,R
1,OF,72.0,200.0,7.2,81.0,Midwest,90.0,R,L
1,OF,74.0,195.0,7.03,88.0,Midwest,101.3,R,R
1,OF,74.0,175.0,6.92,89.0,Midwest,96.2,R,L
1,OF,72.0,190.0,7.062778949737549,,South,94.98198699951172,L,L
1,OF,75.0,202.0,7.02,86.0,South,91.9,L,L
0,OF,74.0,170.0,6.65,84.0,Northeast,91.8,R,R
0,OF,72.0,175.0,6.78,86.0,Midwest,94.2,R,R
1,OF,71.0,173.0,6.81,81.0,South,91.6,R,R
0,OF,74.0,172.0,7.519813060760498,86.0,South,88.7,R,L
0,OF,71.0,175.0,7.571323394775391,,South,80.45646667480469,R,L
0,OF,72.0,165.0,6.75,90.0,South,95.1,R,R
1,OF,74.0,175.0,7.249630451202393,,South,85.26934814453125,L,L
1,OF,68.0,160.0,6.64,88.0,Midwest,94.5,L,L
1,OF,71.0,190.0,7.018100738525391,,South,89.50397491455078,L,L
1,OF,75.0,195.0,7.191390037536621,83.0,West,96.6,R,R
1,OF,74.0,200.0,7.028488636016846,,South,93.9873504638672,R,R
0,OF,74.0,190.0,6.79,90.0,South,88.9,R,L
0,OF,72.0,175.0,6.93,90.0,Midwest,91.0,L,L
0,OF,74.0,165.0,6.74,91.0,South,98.8,L,L
0,OF,73.0,176.0,6.81,89.0,South,95.5,R,R
0,OF,69.0,165.0,7.27,81.0,West,87.8,R,R
0,OF,71.0,180.0,6.65,82.0,South,93.0,L,L
1,OF,76.0,205.0,7.35,81.0,Midwest,94.4,L,L
1,OF,72.0,205.0,7.12,88.0,South,99.0,L,L
0,OF,73.0,170.0,7.47,90.0,West,85.41131591796875,R,R
0,OF,70.0,160.0,7.15948486328125,,West,86.7866439819336,L,L
0,OF,74.0,195.0,6.72,89.0,South,93.9,R,R
0,OF,75.0,190.0,7.041816711425781,,South,92.0682144165039,R,L
0,OF,72.0,195.0,6.93,91.0,South,97.2,R,R
0,OF,74.0,195.0,7.93,,South,79.0,R,L
1,OF,78.0,210.0,7.492207050323486,,South,96.38758087158205,R,R
1,OF,69.0,175.0,6.77,91.0,Midwest,96.4,L,L
